Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,Slovakia,Slovakia,SK,211.66,256.34,67.68,17.16,entsoe.eu
2021-01-02 00:00:00,Slovakia,Slovakia,SK,229.15,276.89,64.90,16.40,entsoe.eu
2021-01-03 00:00:00,Slovakia,Slovakia,SK,252.65,301.14,63.47,16.03,entsoe.eu
2021-01-04 00:00:00,Slovakia,Slovakia,SK,274.89,320.73,61.82,16.06,entsoe.eu
2021-01-05 00:00:00,Slovakia,Slovakia,SK,237.98,284.77,64.37,16.12,entsoe.eu
2021-01-06 00:00:00,Slovakia,Slovakia,SK,224.68,272.64,64.82,15.27,entsoe.eu
2021-01-07 00:00:00,Slovakia,Slovakia,SK,246.23,294.12,63.25,16.27,entsoe.eu
2021-01-08 00:00:00,Slovakia,Slovakia,SK,240.23,286.43,64.15,16.06,entsoe.eu
2021-01-09 00:00:00,Slovakia,Slovakia,SK,245.94,293.32,63.15,14.17,entsoe.eu
2021-01-10 00:00:00,Slovakia,Slovakia,SK,257.07,304.65,63.00,14.28,entsoe.eu
2021-01-11 00:00:00,Slovakia,Slovakia,SK,290.43,336.36,60.91,16.72,entsoe.eu
2021-01-12 00:00:00,Slovakia,Slovakia,SK,321.88,367.69,58.36,15.74,entsoe.eu
2021-01-13 00:00:00,Slovakia,Slovakia,SK,319.12,364.09,58.77,14.92,entsoe.eu
2021-01-14 00:00:00,Slovakia,Slovakia,SK,281.06,324.37,61.95,15.79,entsoe.eu
2021-01-15 00:00:00,Slovakia,Slovakia,SK,280.03,324.98,61.28,15.12,entsoe.eu
2021-01-16 00:00:00,Slovakia,Slovakia,SK,284.81,331.34,60.25,13.55,entsoe.eu
2021-01-17 00:00:00,Slovakia,Slovakia,SK,310.17,357.14,58.20,12.35,entsoe.eu
2021-01-18 00:00:00,Slovakia,Slovakia,SK,327.38,373.47,57.67,15.41,entsoe.eu
2021-01-19 00:00:00,Slovakia,Slovakia,SK,351.95,397.60,55.57,14.83,entsoe.eu
2021-01-20 00:00:00,Slovakia,Slovakia,SK,350.40,396.94,55.76,16.06,entsoe.eu
2021-01-21 00:00:00,Slovakia,Slovakia,SK,327.46,373.69,57.83,17.67,entsoe.eu
2021-01-22 00:00:00,Slovakia,Slovakia,SK,300.42,345.30,60.04,17.06,entsoe.eu
2021-01-23 00:00:00,Slovakia,Slovakia,SK,208.14,253.09,66.92,16.51,entsoe.eu
2021-01-24 00:00:00,Slovakia,Slovakia,SK,162.34,203.68,71.48,19.90,entsoe.eu
2021-01-25 00:00:00,Slovakia,Slovakia,SK,223.09,266.34,66.54,18.73,entsoe.eu
2021-01-26 00:00:00,Slovakia,Slovakia,SK,268.91,314.44,62.58,18.41,entsoe.eu
2021-01-27 00:00:00,Slovakia,Slovakia,SK,259.15,304.87,62.85,17.71,entsoe.eu
2021-01-28 00:00:00,Slovakia,Slovakia,SK,302.33,346.65,59.85,16.83,entsoe.eu
2021-01-29 00:00:00,Slovakia,Slovakia,SK,277.29,319.07,62.19,17.78,entsoe.eu
2021-01-30 00:00:00,Slovakia,Slovakia,SK,182.79,222.77,70.58,22.20,entsoe.eu
2021-01-31 00:00:00,Slovakia,Slovakia,SK,184.58,225.30,70.18,21.89,entsoe.eu
2021-02-01 00:00:00,Slovakia,Slovakia,SK,219.03,259.72,68.03,22.65,entsoe.eu
2021-02-02 00:00:00,Slovakia,Slovakia,SK,271.91,314.05,62.63,19.29,entsoe.eu
2021-02-03 00:00:00,Slovakia,Slovakia,SK,247.32,289.07,64.98,20.10,entsoe.eu
2021-02-04 00:00:00,Slovakia,Slovakia,SK,173.45,213.39,71.58,23.78,entsoe.eu
2021-02-05 00:00:00,Slovakia,Slovakia,SK,187.12,227.03,69.99,22.63,entsoe.eu
2021-02-06 00:00:00,Slovakia,Slovakia,SK,206.48,247.57,68.78,21.84,entsoe.eu
2021-02-07 00:00:00,Slovakia,Slovakia,SK,208.19,250.61,68.97,23.65,entsoe.eu
2021-02-08 00:00:00,Slovakia,Slovakia,SK,183.16,224.24,70.40,23.19,entsoe.eu
2021-02-09 00:00:00,Slovakia,Slovakia,SK,188.32,229.22,69.39,20.63,entsoe.eu
2021-02-10 00:00:00,Slovakia,Slovakia,SK,186.56,227.71,69.89,21.91,entsoe.eu
2021-02-11 00:00:00,Slovakia,Slovakia,SK,198.41,242.05,68.45,21.83,entsoe.eu
2021-02-12 00:00:00,Slovakia,Slovakia,SK,221.02,264.70,66.40,20.75,entsoe.eu
2021-02-13 00:00:00,Slovakia,Slovakia,SK,221.88,266.62,65.88,19.60,entsoe.eu
2021-02-14 00:00:00,Slovakia,Slovakia,SK,208.47,252.78,67.62,20.23,entsoe.eu
2021-02-15 00:00:00,Slovakia,Slovakia,SK,265.27,310.69,62.71,18.90,entsoe.eu
2021-02-16 00:00:00,Slovakia,Slovakia,SK,283.31,329.19,60.93,18.13,entsoe.eu
2021-02-17 00:00:00,Slovakia,Slovakia,SK,295.23,339.24,60.59,18.60,entsoe.eu
2021-02-18 00:00:00,Slovakia,Slovakia,SK,270.50,314.25,62.76,19.64,entsoe.eu
2021-02-19 00:00:00,Slovakia,Slovakia,SK,272.69,316.36,62.76,20.18,entsoe.eu
2021-02-20 00:00:00,Slovakia,Slovakia,SK,225.20,267.79,67.58,21.03,entsoe.eu
2021-02-21 00:00:00,Slovakia,Slovakia,SK,235.16,277.77,67.49,20.16,entsoe.eu
2021-02-22 00:00:00,Slovakia,Slovakia,SK,262.59,306.97,63.69,19.99,entsoe.eu
2021-02-23 00:00:00,Slovakia,Slovakia,SK,244.47,287.56,65.08,20.49,entsoe.eu
2021-02-24 00:00:00,Slovakia,Slovakia,SK,262.04,305.28,64.11,20.82,entsoe.eu
2021-02-25 00:00:00,Slovakia,Slovakia,SK,254.95,298.27,64.78,21.10,entsoe.eu
2021-02-26 00:00:00,Slovakia,Slovakia,SK,225.64,268.59,66.81,21.24,entsoe.eu
2021-02-27 00:00:00,Slovakia,Slovakia,SK,158.80,200.87,71.91,21.56,entsoe.eu
2021-02-28 00:00:00,Slovakia,Slovakia,SK,175.69,216.25,71.31,21.41,entsoe.eu
2021-03-01 00:00:00,Slovakia,Slovakia,SK,218.28,260.57,67.19,20.99,entsoe.eu
2021-03-02 00:00:00,Slovakia,Slovakia,SK,204.77,244.74,67.77,19.38,entsoe.eu
2021-03-03 00:00:00,Slovakia,Slovakia,SK,235.17,275.83,65.15,20.05,entsoe.eu
2021-03-04 00:00:00,Slovakia,Slovakia,SK,243.32,285.57,64.16,18.68,entsoe.eu
2021-03-05 00:00:00,Slovakia,Slovakia,SK,218.89,263.75,65.31,18.17,Electricity Maps Estimation; entsoe.eu
2021-03-06 00:00:00,Slovakia,Slovakia,SK,232.08,277.86,64.94,19.43,Electricity Maps Estimation; entsoe.eu
2021-03-07 00:00:00,Slovakia,Slovakia,SK,257.95,304.71,63.22,20.69,entsoe.eu
2021-03-08 00:00:00,Slovakia,Slovakia,SK,274.88,320.68,61.03,18.60,entsoe.eu
2021-03-09 00:00:00,Slovakia,Slovakia,SK,270.97,314.93,61.45,18.11,Electricity Maps Estimation; entsoe.eu
2021-03-10 00:00:00,Slovakia,Slovakia,SK,277.33,323.89,60.48,17.58,entsoe.eu
2021-03-11 00:00:00,Slovakia,Slovakia,SK,290.53,336.81,60.78,21.35,entsoe.eu
2021-03-12 00:00:00,Slovakia,Slovakia,SK,281.26,327.11,61.40,20.47,entsoe.eu
2021-03-13 00:00:00,Slovakia,Slovakia,SK,257.20,302.54,64.20,20.92,entsoe.eu
2021-03-14 00:00:00,Slovakia,Slovakia,SK,248.79,291.02,67.82,21.67,entsoe.eu
2021-03-15 00:00:00,Slovakia,Slovakia,SK,217.88,262.27,66.32,19.50,entsoe.eu
2021-03-16 00:00:00,Slovakia,Slovakia,SK,224.63,268.83,65.48,19.40,entsoe.eu
2021-03-17 00:00:00,Slovakia,Slovakia,SK,225.98,269.10,65.07,18.61,entsoe.eu
2021-03-18 00:00:00,Slovakia,Slovakia,SK,243.92,286.77,63.88,17.82,entsoe.eu
2021-03-19 00:00:00,Slovakia,Slovakia,SK,289.48,335.45,59.54,17.35,entsoe.eu
2021-03-20 00:00:00,Slovakia,Slovakia,SK,287.16,334.23,59.85,17.34,entsoe.eu
2021-03-21 00:00:00,Slovakia,Slovakia,SK,291.80,338.59,60.85,20.02,entsoe.eu
2021-03-22 00:00:00,Slovakia,Slovakia,SK,272.39,318.55,61.10,17.94,entsoe.eu
2021-03-23 00:00:00,Slovakia,Slovakia,SK,253.96,298.65,62.51,17.85,entsoe.eu
2021-03-24 00:00:00,Slovakia,Slovakia,SK,268.31,313.04,61.68,18.14,entsoe.eu
