Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2022-01-01 00:00:00,Germany,Germany,DE,232.15,289.25,74.36,64.23,entsoe.eu,,
2022-01-02 00:00:00,Germany,Germany,DE,150.31,198.97,82.02,74.04,entsoe.eu,,
2022-01-03 00:00:00,Germany,Germany,DE,243.36,294.29,73.39,67.44,entsoe.eu,,
2022-01-04 00:00:00,Germany,Germany,DE,447.96,516.05,51.83,45.01,entsoe.eu,,
2022-01-05 00:00:00,Germany,Germany,DE,320.04,374.21,66.12,60.44,entsoe.eu,,
2022-01-06 00:00:00,Germany,Germany,DE,470.92,541.52,49.16,41.90,entsoe.eu,,
2022-01-07 00:00:00,Germany,Germany,DE,412.70,475.14,56.60,50.69,entsoe.eu,,
2022-01-08 00:00:00,Germany,Germany,DE,397.95,460.43,58.22,51.68,entsoe.eu,,
2022-01-09 00:00:00,Germany,Germany,DE,410.55,476.43,56.13,50.37,entsoe.eu,,
2022-01-10 00:00:00,Germany,Germany,DE,585.72,671.62,32.71,25.26,entsoe.eu,,
2022-01-11 00:00:00,Germany,Germany,DE,555.33,636.14,36.47,28.81,entsoe.eu,,
2022-01-12 00:00:00,Germany,Germany,DE,545.65,625.52,37.78,30.65,entsoe.eu,,
2022-01-13 00:00:00,Germany,Germany,DE,437.14,503.90,51.27,45.44,entsoe.eu,,
2022-01-14 00:00:00,Germany,Germany,DE,470.48,542.27,47.01,40.74,entsoe.eu,,
2022-01-15 00:00:00,Germany,Germany,DE,582.31,667.51,34.71,26.51,entsoe.eu,,
2022-01-16 00:00:00,Germany,Germany,DE,398.19,462.58,57.19,50.21,entsoe.eu,,
2022-01-17 00:00:00,Germany,Germany,DE,373.96,434.49,59.15,53.50,entsoe.eu,,
2022-01-18 00:00:00,Germany,Germany,DE,551.44,631.33,38.24,31.52,entsoe.eu,,
2022-01-19 00:00:00,Germany,Germany,DE,402.94,466.38,55.73,50.07,entsoe.eu,,
2022-01-20 00:00:00,Germany,Germany,DE,337.92,394.75,63.18,57.67,entsoe.eu,,
2022-01-21 00:00:00,Germany,Germany,DE,400.69,465.26,55.60,49.85,entsoe.eu,,
2022-01-22 00:00:00,Germany,Germany,DE,475.19,550.79,45.86,38.96,entsoe.eu,,
2022-01-23 00:00:00,Germany,Germany,DE,566.07,650.10,36.44,28.79,entsoe.eu,,
2022-01-24 00:00:00,Germany,Germany,DE,563.08,647.09,35.60,28.19,entsoe.eu,,
2022-01-25 00:00:00,Germany,Germany,DE,557.29,640.69,35.83,28.33,entsoe.eu,,
2022-01-26 00:00:00,Germany,Germany,DE,457.33,527.89,48.09,42.20,entsoe.eu,,
2022-01-27 00:00:00,Germany,Germany,DE,323.52,378.64,64.58,59.05,entsoe.eu,,
2022-01-28 00:00:00,Germany,Germany,DE,364.15,426.05,59.46,53.29,entsoe.eu,,
2022-01-29 00:00:00,Germany,Germany,DE,210.23,259.72,75.27,69.29,entsoe.eu,,
2022-01-30 00:00:00,Germany,Germany,DE,251.41,305.08,71.66,65.82,entsoe.eu,,
2022-01-31 00:00:00,Germany,Germany,DE,406.45,473.37,54.12,46.46,entsoe.eu,,
2022-02-01 00:00:00,Germany,Germany,DE,300.96,356.46,66.09,60.35,entsoe.eu,,
2022-02-02 00:00:00,Germany,Germany,DE,334.96,394.17,62.43,56.22,entsoe.eu,,
2022-02-03 00:00:00,Germany,Germany,DE,443.26,514.71,49.51,42.91,entsoe.eu,,
2022-02-04 00:00:00,Germany,Germany,DE,306.95,364.31,65.52,59.09,entsoe.eu,,
2022-02-05 00:00:00,Germany,Germany,DE,186.13,234.22,78.56,72.52,entsoe.eu,,
2022-02-06 00:00:00,Germany,Germany,DE,167.23,212.87,81.00,74.81,entsoe.eu,,
2022-02-07 00:00:00,Germany,Germany,DE,268.06,321.58,70.09,64.32,entsoe.eu,,
2022-02-08 00:00:00,Germany,Germany,DE,319.89,376.01,65.06,59.38,entsoe.eu,,
2022-02-09 00:00:00,Germany,Germany,DE,388.16,452.04,57.59,51.49,entsoe.eu,,
2022-02-10 00:00:00,Germany,Germany,DE,447.08,518.98,49.68,43.16,entsoe.eu,,
2022-02-11 00:00:00,Germany,Germany,DE,435.25,503.93,52.20,45.54,entsoe.eu,,
2022-02-12 00:00:00,Germany,Germany,DE,384.68,450.02,58.42,51.70,entsoe.eu,,
2022-02-13 00:00:00,Germany,Germany,DE,233.64,287.16,73.72,67.03,entsoe.eu,,
2022-02-14 00:00:00,Germany,Germany,DE,305.37,362.13,66.39,60.80,entsoe.eu,,
2022-02-15 00:00:00,Germany,Germany,DE,370.99,432.54,59.73,53.51,entsoe.eu,,
2022-02-16 00:00:00,Germany,Germany,DE,250.40,300.79,72.18,66.47,entsoe.eu,,
2022-02-17 00:00:00,Germany,Germany,DE,192.83,239.48,77.96,71.73,entsoe.eu,,
2022-02-18 00:00:00,Germany,Germany,DE,255.04,307.26,71.50,64.74,entsoe.eu,,
2022-02-19 00:00:00,Germany,Germany,DE,183.19,231.37,79.05,73.28,entsoe.eu,,
2022-02-20 00:00:00,Germany,Germany,DE,172.05,219.18,80.13,73.54,entsoe.eu,,
2022-02-21 00:00:00,Germany,Germany,DE,212.35,260.17,76.58,71.14,entsoe.eu,,
2022-02-22 00:00:00,Germany,Germany,DE,301.62,356.27,67.42,61.96,entsoe.eu,,
2022-02-23 00:00:00,Germany,Germany,DE,346.69,406.36,62.56,57.11,entsoe.eu,,
2022-02-24 00:00:00,Germany,Germany,DE,322.22,378.61,65.44,59.95,entsoe.eu,,
2022-02-25 00:00:00,Germany,Germany,DE,316.63,372.19,66.44,61.03,entsoe.eu,,
2022-02-26 00:00:00,Germany,Germany,DE,521.55,598.14,45.50,37.62,entsoe.eu,,
2022-02-27 00:00:00,Germany,Germany,DE,416.83,483.91,57.08,50.27,entsoe.eu,,
2022-02-28 00:00:00,Germany,Germany,DE,443.41,512.37,53.21,46.96,entsoe.eu,,
2022-03-01 00:00:00,Germany,Germany,DE,494.79,572.06,45.06,37.94,entsoe.eu,,
2022-03-02 00:00:00,Germany,Germany,DE,543.26,626.79,38.75,30.58,entsoe.eu,,
2022-03-03 00:00:00,Germany,Germany,DE,502.87,581.39,44.48,37.33,entsoe.eu,,
2022-03-04 00:00:00,Germany,Germany,DE,495.49,572.85,45.34,37.96,entsoe.eu,,
2022-03-05 00:00:00,Germany,Germany,DE,506.11,583.38,46.22,38.67,entsoe.eu,,
2022-03-06 00:00:00,Germany,Germany,DE,540.72,620.93,42.95,34.77,entsoe.eu,,
2022-03-07 00:00:00,Germany,Germany,DE,501.03,579.95,44.37,37.28,entsoe.eu,,
2022-03-08 00:00:00,Germany,Germany,DE,457.17,530.54,50.21,43.36,entsoe.eu,,
2022-03-09 00:00:00,Germany,Germany,DE,481.18,555.74,48.35,41.17,entsoe.eu,,
2022-03-10 00:00:00,Germany,Germany,DE,400.16,464.65,58.11,52.06,entsoe.eu,,
2022-03-11 00:00:00,Germany,Germany,DE,284.31,338.24,70.39,64.91,entsoe.eu,,
2022-03-12 00:00:00,Germany,Germany,DE,325.63,385.85,66.37,59.66,entsoe.eu,,
2022-03-13 00:00:00,Germany,Germany,DE,328.33,390.56,65.51,58.46,entsoe.eu,,
2022-03-14 00:00:00,Germany,Germany,DE,475.91,551.56,47.09,40.37,entsoe.eu,,
2022-03-15 00:00:00,Germany,Germany,DE,551.63,636.08,37.17,28.66,entsoe.eu,,
2022-03-16 00:00:00,Germany,Germany,DE,462.21,535.09,49.57,42.81,entsoe.eu,,
2022-03-17 00:00:00,Germany,Germany,DE,440.37,510.40,51.50,44.84,entsoe.eu,,
