Date;Pays;Filière;Valeur (Mt)
2016-01;"Autriche";"Dechets";0,127224
2016-02;"Autriche";"Dechets";0,059508
2016-03;"Autriche";"Dechets";0,063612
2016-04;"Autriche";"Dechets";0,06156
2016-05;"Autriche";"Dechets";0,063612
2016-06;"Autriche";"Dechets";0,06156
2016-07;"Autriche";"Dechets";0,063612
2016-08;"Autriche";"Dechets";0,063612
2016-09;"Autriche";"Dechets";0,06156
2016-10;"Autriche";"Dechets";0,063612
2016-11;"Autriche";"Dechets";0,06156
2016-12;"Autriche";"Dechets";0,063612
2017-01;"Autriche";"Dechets";0,063612
2017-02;"Autriche";"Dechets";0,057456
2017-03;"Autriche";"Dechets";0,063612
2017-04;"Autriche";"Dechets";0,06156
2017-05;"Autriche";"Dechets";0,063612
2017-06;"Autriche";"Dechets";0,06156
2017-07;"Autriche";"Dechets";0,063612
2017-08;"Autriche";"Dechets";0,063612
2017-09;"Autriche";"Dechets";0,06156
2017-10;"Autriche";"Dechets";0,063612
2017-11;"Autriche";"Dechets";0,06156
2017-12;"Autriche";"Dechets";0,063612
2018-01;"Autriche";"Dechets";0,063612
2018-02;"Autriche";"Dechets";0,057456
2018-03;"Autriche";"Dechets";0,063612
2018-04;"Autriche";"Dechets";0,06156
2018-05;"Autriche";"Dechets";0,063612
2018-06;"Autriche";"Dechets";0,06156
2018-07;"Autriche";"Dechets";0,063612
2018-08;"Autriche";"Dechets";0,063612
2018-09;"Autriche";"Dechets";0,06156
2018-10;"Autriche";"Dechets";0,063612
2018-11;"Autriche";"Dechets";0,06156
2018-12;"Autriche";"Dechets";0,063612
2019-01;"Autriche";"Dechets";0,063612
2019-02;"Autriche";"Dechets";0,057456
2019-03;"Autriche";"Dechets";0,063612
2019-04;"Autriche";"Dechets";0,06156
2019-05;"Autriche";"Dechets";0,063612
2019-06;"Autriche";"Dechets";0,06156
2019-07;"Autriche";"Dechets";0,063612
2019-08;"Autriche";"Dechets";0,063612
2019-09;"Autriche";"Dechets";0,06156
2019-10;"Autriche";"Dechets";0,063612
2019-11;"Autriche";"Dechets";0,06156
2019-12;"Autriche";"Dechets";0,063612
2020-01;"Autriche";"Dechets";0,063612
2020-02;"Autriche";"Dechets";0,059508
2020-03;"Autriche";"Dechets";0,063612
2020-04;"Autriche";"Dechets";0,06156
2020-05;"Autriche";"Dechets";0,063612
2020-06;"Autriche";"Dechets";0,06156
2020-07;"Autriche";"Dechets";0,063612
2020-08;"Autriche";"Dechets";0,063612
2020-09;"Autriche";"Dechets";0,06156
2020-10;"Autriche";"Dechets";0,063612
2020-11;"Autriche";"Dechets";0,06156
2020-12;"Autriche";"Dechets";0,063612
2021-01;"Autriche";"Dechets";0,063612
2021-02;"Autriche";"Dechets";0,057456
2021-03;"Autriche";"Dechets";0,063612
2021-04;"Autriche";"Dechets";0,06156
2021-05;"Autriche";"Dechets";0,063612
2021-06;"Autriche";"Dechets";0,06156
2021-07;"Autriche";"Dechets";0,063612
2021-08;"Autriche";"Dechets";0,063612
2021-09;"Autriche";"Dechets";0,06156
2021-10;"Autriche";"Dechets";0,063612
2021-11;"Autriche";"Dechets";0,06156
2021-12;"Autriche";"Dechets";0,063612
2022-01;"Autriche";"Dechets";0,063612
2022-02;"Autriche";"Dechets";0,057456
2022-03;"Autriche";"Dechets";0,063612
2022-04;"Autriche";"Dechets";0,06156
2022-05;"Autriche";"Dechets";0,063612
2022-06;"Autriche";"Dechets";0,06156
2022-07;"Autriche";"Dechets";0,063612
2022-08;"Autriche";"Dechets";0,063612
2022-09;"Autriche";"Dechets";0,06156
2022-10;"Autriche";"Dechets";0,063612
2022-11;"Autriche";"Dechets";0,06156
2022-12;"Autriche";"Dechets";0,063612
2023-01;"Autriche";"Dechets";0,063612
2023-02;"Autriche";"Dechets";0,057456
2023-03;"Autriche";"Dechets";0,063612
2023-04;"Autriche";"Dechets";0,06156
2023-05;"Autriche";"Dechets";0,063612
2023-06;"Autriche";"Dechets";0,06156
2023-07;"Autriche";"Dechets";0,063612
2023-08;"Autriche";"Dechets";0,063612
2023-09;"Autriche";"Dechets";0,06156
2023-10;"Autriche";"Dechets";0,063612
2023-11;"Autriche";"Dechets";0,06156
2023-12;"Autriche";"Dechets";0,063612
2024-01;"Autriche";"Dechets";0,063612
2024-02;"Autriche";"Dechets";0,059508
2024-03;"Autriche";"Dechets";0,063612
2024-04;"Autriche";"Dechets";0,06156
2024-05;"Autriche";"Dechets";0,063612
2024-06;"Autriche";"Dechets";0,06156
2024-07;"Autriche";"Dechets";0,063612
2024-08;"Autriche";"Dechets";0,063612
2024-09;"Autriche";"Dechets";0,06156
2024-10;"Autriche";"Dechets";0,063612
2024-11;"Autriche";"Dechets";0,06156
2024-12;"Autriche";"Dechets";0,063612
2025-01;"Autriche";"Dechets";0,063612
2025-02;"Autriche";"Dechets";0,057456
2025-03;"Autriche";"Dechets";0,063612
2016-01;"Autriche";"Biogaz";
2016-02;"Autriche";"Biogaz";
2016-03;"Autriche";"Biogaz";
2016-04;"Autriche";"Biogaz";
2016-05;"Autriche";"Biogaz";
2016-06;"Autriche";"Biogaz";
2016-07;"Autriche";"Biogaz";
2016-08;"Autriche";"Biogaz";
2016-09;"Autriche";"Biogaz";
2016-10;"Autriche";"Biogaz";
2016-11;"Autriche";"Biogaz";
2016-12;"Autriche";"Biogaz";
2017-01;"Autriche";"Biogaz";
2017-02;"Autriche";"Biogaz";
2017-03;"Autriche";"Biogaz";
2017-04;"Autriche";"Biogaz";
2017-05;"Autriche";"Biogaz";
2017-06;"Autriche";"Biogaz";
2017-07;"Autriche";"Biogaz";
2017-08;"Autriche";"Biogaz";
2017-09;"Autriche";"Biogaz";
2017-10;"Autriche";"Biogaz";
2017-11;"Autriche";"Biogaz";
2017-12;"Autriche";"Biogaz";
2018-01;"Autriche";"Biogaz";
2018-02;"Autriche";"Biogaz";
2018-03;"Autriche";"Biogaz";
2018-04;"Autriche";"Biogaz";
2018-05;"Autriche";"Biogaz";
2018-06;"Autriche";"Biogaz";
2018-07;"Autriche";"Biogaz";
2018-08;"Autriche";"Biogaz";
2018-09;"Autriche";"Biogaz";
2018-10;"Autriche";"Biogaz";
2018-11;"Autriche";"Biogaz";
2018-12;"Autriche";"Biogaz";
2019-01;"Autriche";"Biogaz";
2019-02;"Autriche";"Biogaz";
2019-03;"Autriche";"Biogaz";
2019-04;"Autriche";"Biogaz";
2019-05;"Autriche";"Biogaz";
2019-06;"Autriche";"Biogaz";
2019-07;"Autriche";"Biogaz";
2019-08;"Autriche";"Biogaz";
2019-09;"Autriche";"Biogaz";
2019-10;"Autriche";"Biogaz";
2019-11;"Autriche";"Biogaz";
2019-12;"Autriche";"Biogaz";
2020-01;"Autriche";"Biogaz";
2020-02;"Autriche";"Biogaz";
2020-03;"Autriche";"Biogaz";
2020-04;"Autriche";"Biogaz";
2020-05;"Autriche";"Biogaz";
2020-06;"Autriche";"Biogaz";
2020-07;"Autriche";"Biogaz";
2020-08;"Autriche";"Biogaz";
2020-09;"Autriche";"Biogaz";
2020-10;"Autriche";"Biogaz";
2020-11;"Autriche";"Biogaz";
2020-12;"Autriche";"Biogaz";
2021-01;"Autriche";"Biogaz";
2021-02;"Autriche";"Biogaz";
2021-03;"Autriche";"Biogaz";
2021-04;"Autriche";"Biogaz";
2021-05;"Autriche";"Biogaz";
2021-06;"Autriche";"Biogaz";
2021-07;"Autriche";"Biogaz";
2021-08;"Autriche";"Biogaz";
2021-09;"Autriche";"Biogaz";
2021-10;"Autriche";"Biogaz";
2021-11;"Autriche";"Biogaz";
2021-12;"Autriche";"Biogaz";
2022-01;"Autriche";"Biogaz";
2022-02;"Autriche";"Biogaz";
2022-03;"Autriche";"Biogaz";
2022-04;"Autriche";"Biogaz";
2022-05;"Autriche";"Biogaz";
2022-06;"Autriche";"Biogaz";
2022-07;"Autriche";"Biogaz";
2022-08;"Autriche";"Biogaz";
2022-09;"Autriche";"Biogaz";
2022-10;"Autriche";"Biogaz";
2022-11;"Autriche";"Biogaz";
2022-12;"Autriche";"Biogaz";
2023-01;"Autriche";"Biogaz";
2023-02;"Autriche";"Biogaz";
2023-03;"Autriche";"Biogaz";
2023-04;"Autriche";"Biogaz";
2023-05;"Autriche";"Biogaz";
2023-06;"Autriche";"Biogaz";
2023-07;"Autriche";"Biogaz";
2023-08;"Autriche";"Biogaz";
2023-09;"Autriche";"Biogaz";
2023-10;"Autriche";"Biogaz";
2023-11;"Autriche";"Biogaz";
2023-12;"Autriche";"Biogaz";
2024-01;"Autriche";"Biogaz";
2024-02;"Autriche";"Biogaz";
2024-03;"Autriche";"Biogaz";
2024-04;"Autriche";"Biogaz";
2024-05;"Autriche";"Biogaz";
2024-06;"Autriche";"Biogaz";
2024-07;"Autriche";"Biogaz";
2024-08;"Autriche";"Biogaz";
2024-09;"Autriche";"Biogaz";
2024-10;"Autriche";"Biogaz";
2024-11;"Autriche";"Biogaz";
2024-12;"Autriche";"Biogaz";
2025-01;"Autriche";"Biogaz";
2025-02;"Autriche";"Biogaz";
2025-03;"Autriche";"Biogaz";
2016-01;"Autriche";"Biomasse";
2016-02;"Autriche";"Biomasse";
2016-03;"Autriche";"Biomasse";
2016-04;"Autriche";"Biomasse";
2016-05;"Autriche";"Biomasse";
2016-06;"Autriche";"Biomasse";
2016-07;"Autriche";"Biomasse";
2016-08;"Autriche";"Biomasse";
2016-09;"Autriche";"Biomasse";
2016-10;"Autriche";"Biomasse";
2016-11;"Autriche";"Biomasse";
2016-12;"Autriche";"Biomasse";
2017-01;"Autriche";"Biomasse";
2017-02;"Autriche";"Biomasse";
2017-03;"Autriche";"Biomasse";
2017-04;"Autriche";"Biomasse";
2017-05;"Autriche";"Biomasse";
2017-06;"Autriche";"Biomasse";
2017-07;"Autriche";"Biomasse";
2017-08;"Autriche";"Biomasse";
2017-09;"Autriche";"Biomasse";
2017-10;"Autriche";"Biomasse";
2017-11;"Autriche";"Biomasse";
2017-12;"Autriche";"Biomasse";
2018-01;"Autriche";"Biomasse";
2018-02;"Autriche";"Biomasse";
2018-03;"Autriche";"Biomasse";
2018-04;"Autriche";"Biomasse";
2018-05;"Autriche";"Biomasse";
2018-06;"Autriche";"Biomasse";
2018-07;"Autriche";"Biomasse";
2018-08;"Autriche";"Biomasse";
2018-09;"Autriche";"Biomasse";
2018-10;"Autriche";"Biomasse";
2018-11;"Autriche";"Biomasse";
2018-12;"Autriche";"Biomasse";
2019-01;"Autriche";"Biomasse";
2019-02;"Autriche";"Biomasse";
2019-03;"Autriche";"Biomasse";
2019-04;"Autriche";"Biomasse";
2019-05;"Autriche";"Biomasse";
2019-06;"Autriche";"Biomasse";
2019-07;"Autriche";"Biomasse";
2019-08;"Autriche";"Biomasse";
2019-09;"Autriche";"Biomasse";
2019-10;"Autriche";"Biomasse";
2019-11;"Autriche";"Biomasse";
2019-12;"Autriche";"Biomasse";
2020-01;"Autriche";"Biomasse";
2020-02;"Autriche";"Biomasse";
2020-03;"Autriche";"Biomasse";
2020-04;"Autriche";"Biomasse";
2020-05;"Autriche";"Biomasse";
2020-06;"Autriche";"Biomasse";
2020-07;"Autriche";"Biomasse";
2020-08;"Autriche";"Biomasse";
2020-09;"Autriche";"Biomasse";
2020-10;"Autriche";"Biomasse";
2020-11;"Autriche";"Biomasse";
2020-12;"Autriche";"Biomasse";
2021-01;"Autriche";"Biomasse";
2021-02;"Autriche";"Biomasse";
2021-03;"Autriche";"Biomasse";
2021-04;"Autriche";"Biomasse";
2021-05;"Autriche";"Biomasse";
2021-06;"Autriche";"Biomasse";
2021-07;"Autriche";"Biomasse";
2021-08;"Autriche";"Biomasse";
2021-09;"Autriche";"Biomasse";
2021-10;"Autriche";"Biomasse";
2021-11;"Autriche";"Biomasse";
2021-12;"Autriche";"Biomasse";
2022-01;"Autriche";"Biomasse";
2022-02;"Autriche";"Biomasse";
2022-03;"Autriche";"Biomasse";
2022-04;"Autriche";"Biomasse";
2022-05;"Autriche";"Biomasse";
2022-06;"Autriche";"Biomasse";
2022-07;"Autriche";"Biomasse";
2022-08;"Autriche";"Biomasse";
2022-09;"Autriche";"Biomasse";
2022-10;"Autriche";"Biomasse";
2022-11;"Autriche";"Biomasse";
2022-12;"Autriche";"Biomasse";
2023-01;"Autriche";"Biomasse";
2023-02;"Autriche";"Biomasse";
2023-03;"Autriche";"Biomasse";
2023-04;"Autriche";"Biomasse";
2023-05;"Autriche";"Biomasse";
2023-06;"Autriche";"Biomasse";
2023-07;"Autriche";"Biomasse";
2023-08;"Autriche";"Biomasse";
2023-09;"Autriche";"Biomasse";
2023-10;"Autriche";"Biomasse";
2023-11;"Autriche";"Biomasse";
2023-12;"Autriche";"Biomasse";
2024-01;"Autriche";"Biomasse";
2024-02;"Autriche";"Biomasse";
2024-03;"Autriche";"Biomasse";
2024-04;"Autriche";"Biomasse";
2024-05;"Autriche";"Biomasse";
2024-06;"Autriche";"Biomasse";
2024-07;"Autriche";"Biomasse";
2024-08;"Autriche";"Biomasse";
2024-09;"Autriche";"Biomasse";
2024-10;"Autriche";"Biomasse";
2024-11;"Autriche";"Biomasse";
2024-12;"Autriche";"Biomasse";
2025-01;"Autriche";"Biomasse";
2025-02;"Autriche";"Biomasse";
2025-03;"Autriche";"Biomasse";
2016-01;"Autriche";"Eolien en mer";
2016-02;"Autriche";"Eolien en mer";
2016-03;"Autriche";"Eolien en mer";
2016-04;"Autriche";"Eolien en mer";
2016-05;"Autriche";"Eolien en mer";
2016-06;"Autriche";"Eolien en mer";
2016-07;"Autriche";"Eolien en mer";
2016-08;"Autriche";"Eolien en mer";
2016-09;"Autriche";"Eolien en mer";
2016-10;"Autriche";"Eolien en mer";
2016-11;"Autriche";"Eolien en mer";
2016-12;"Autriche";"Eolien en mer";
2017-01;"Autriche";"Eolien en mer";
2017-02;"Autriche";"Eolien en mer";
2017-03;"Autriche";"Eolien en mer";
2017-04;"Autriche";"Eolien en mer";
2017-05;"Autriche";"Eolien en mer";
2017-06;"Autriche";"Eolien en mer";
2017-07;"Autriche";"Eolien en mer";
2017-08;"Autriche";"Eolien en mer";
2017-09;"Autriche";"Eolien en mer";
2017-10;"Autriche";"Eolien en mer";
2017-11;"Autriche";"Eolien en mer";
2017-12;"Autriche";"Eolien en mer";
2018-01;"Autriche";"Eolien en mer";
2018-02;"Autriche";"Eolien en mer";
2018-03;"Autriche";"Eolien en mer";
2018-04;"Autriche";"Eolien en mer";
2018-05;"Autriche";"Eolien en mer";
2018-06;"Autriche";"Eolien en mer";
2018-07;"Autriche";"Eolien en mer";
2018-08;"Autriche";"Eolien en mer";
2018-09;"Autriche";"Eolien en mer";
2018-10;"Autriche";"Eolien en mer";
2018-11;"Autriche";"Eolien en mer";
2018-12;"Autriche";"Eolien en mer";
2019-01;"Autriche";"Eolien en mer";
2019-02;"Autriche";"Eolien en mer";
2019-03;"Autriche";"Eolien en mer";
2019-04;"Autriche";"Eolien en mer";
2019-05;"Autriche";"Eolien en mer";
2019-06;"Autriche";"Eolien en mer";
2019-07;"Autriche";"Eolien en mer";
2019-08;"Autriche";"Eolien en mer";
2019-09;"Autriche";"Eolien en mer";
2019-10;"Autriche";"Eolien en mer";
2019-11;"Autriche";"Eolien en mer";
2019-12;"Autriche";"Eolien en mer";
2020-01;"Autriche";"Eolien en mer";
2020-02;"Autriche";"Eolien en mer";
2020-03;"Autriche";"Eolien en mer";
2020-04;"Autriche";"Eolien en mer";
2020-05;"Autriche";"Eolien en mer";
2020-06;"Autriche";"Eolien en mer";
2020-07;"Autriche";"Eolien en mer";
2020-08;"Autriche";"Eolien en mer";
2020-09;"Autriche";"Eolien en mer";
2020-10;"Autriche";"Eolien en mer";
2020-11;"Autriche";"Eolien en mer";
2020-12;"Autriche";"Eolien en mer";
2021-01;"Autriche";"Eolien en mer";
2021-02;"Autriche";"Eolien en mer";
2021-03;"Autriche";"Eolien en mer";
2021-04;"Autriche";"Eolien en mer";
2021-05;"Autriche";"Eolien en mer";
2021-06;"Autriche";"Eolien en mer";
2021-07;"Autriche";"Eolien en mer";
2021-08;"Autriche";"Eolien en mer";
2021-09;"Autriche";"Eolien en mer";
2021-10;"Autriche";"Eolien en mer";
2021-11;"Autriche";"Eolien en mer";
2021-12;"Autriche";"Eolien en mer";
2022-01;"Autriche";"Eolien en mer";
2022-02;"Autriche";"Eolien en mer";
2022-03;"Autriche";"Eolien en mer";
2022-04;"Autriche";"Eolien en mer";
2022-05;"Autriche";"Eolien en mer";
2022-06;"Autriche";"Eolien en mer";
2022-07;"Autriche";"Eolien en mer";
2022-08;"Autriche";"Eolien en mer";
2022-09;"Autriche";"Eolien en mer";
2022-10;"Autriche";"Eolien en mer";
2022-11;"Autriche";"Eolien en mer";
2022-12;"Autriche";"Eolien en mer";
2023-01;"Autriche";"Eolien en mer";
2023-02;"Autriche";"Eolien en mer";
2023-03;"Autriche";"Eolien en mer";
2023-04;"Autriche";"Eolien en mer";
2023-05;"Autriche";"Eolien en mer";
2023-06;"Autriche";"Eolien en mer";
2023-07;"Autriche";"Eolien en mer";
2023-08;"Autriche";"Eolien en mer";
2023-09;"Autriche";"Eolien en mer";
2023-10;"Autriche";"Eolien en mer";
2023-11;"Autriche";"Eolien en mer";
2023-12;"Autriche";"Eolien en mer";
2024-01;"Autriche";"Eolien en mer";
2024-02;"Autriche";"Eolien en mer";
2024-03;"Autriche";"Eolien en mer";
2024-04;"Autriche";"Eolien en mer";
2024-05;"Autriche";"Eolien en mer";
2024-06;"Autriche";"Eolien en mer";
2024-07;"Autriche";"Eolien en mer";
2024-08;"Autriche";"Eolien en mer";
2024-09;"Autriche";"Eolien en mer";
2024-10;"Autriche";"Eolien en mer";
2024-11;"Autriche";"Eolien en mer";
2024-12;"Autriche";"Eolien en mer";
2025-01;"Autriche";"Eolien en mer";
2025-02;"Autriche";"Eolien en mer";
2025-03;"Autriche";"Eolien en mer";
2016-01;"Autriche";"Solaire";
2016-02;"Autriche";"Solaire";
2016-03;"Autriche";"Solaire";
2016-04;"Autriche";"Solaire";
2016-05;"Autriche";"Solaire";
2016-06;"Autriche";"Solaire";
2016-07;"Autriche";"Solaire";
2016-08;"Autriche";"Solaire";
2016-09;"Autriche";"Solaire";
2016-10;"Autriche";"Solaire";
2016-11;"Autriche";"Solaire";
2016-12;"Autriche";"Solaire";
2017-01;"Autriche";"Solaire";
2017-02;"Autriche";"Solaire";
2017-03;"Autriche";"Solaire";
2017-04;"Autriche";"Solaire";
2017-05;"Autriche";"Solaire";
2017-06;"Autriche";"Solaire";
2017-07;"Autriche";"Solaire";
2017-08;"Autriche";"Solaire";
2017-09;"Autriche";"Solaire";
2017-10;"Autriche";"Solaire";
2017-11;"Autriche";"Solaire";
2017-12;"Autriche";"Solaire";
2018-01;"Autriche";"Solaire";
2018-02;"Autriche";"Solaire";
2018-03;"Autriche";"Solaire";
2018-04;"Autriche";"Solaire";
2018-05;"Autriche";"Solaire";
2018-06;"Autriche";"Solaire";
2018-07;"Autriche";"Solaire";
2018-08;"Autriche";"Solaire";
2018-09;"Autriche";"Solaire";
2018-10;"Autriche";"Solaire";
2018-11;"Autriche";"Solaire";
2018-12;"Autriche";"Solaire";
2019-01;"Autriche";"Solaire";
2019-02;"Autriche";"Solaire";
2019-03;"Autriche";"Solaire";
2019-04;"Autriche";"Solaire";
2019-05;"Autriche";"Solaire";
2019-06;"Autriche";"Solaire";
2019-07;"Autriche";"Solaire";
2019-08;"Autriche";"Solaire";
2019-09;"Autriche";"Solaire";
2019-10;"Autriche";"Solaire";
2019-11;"Autriche";"Solaire";
2019-12;"Autriche";"Solaire";
2020-01;"Autriche";"Solaire";
2020-02;"Autriche";"Solaire";
2020-03;"Autriche";"Solaire";
2020-04;"Autriche";"Solaire";
2020-05;"Autriche";"Solaire";
2020-06;"Autriche";"Solaire";
2020-07;"Autriche";"Solaire";
2020-08;"Autriche";"Solaire";
2020-09;"Autriche";"Solaire";
2020-10;"Autriche";"Solaire";
2020-11;"Autriche";"Solaire";
2020-12;"Autriche";"Solaire";
2021-01;"Autriche";"Solaire";
2021-02;"Autriche";"Solaire";
2021-03;"Autriche";"Solaire";
2021-04;"Autriche";"Solaire";
2021-05;"Autriche";"Solaire";
2021-06;"Autriche";"Solaire";
2021-07;"Autriche";"Solaire";
2021-08;"Autriche";"Solaire";
2021-09;"Autriche";"Solaire";
2021-10;"Autriche";"Solaire";
2021-11;"Autriche";"Solaire";
2021-12;"Autriche";"Solaire";
2022-01;"Autriche";"Solaire";
2022-02;"Autriche";"Solaire";
2022-03;"Autriche";"Solaire";
2022-04;"Autriche";"Solaire";
2022-05;"Autriche";"Solaire";
2022-06;"Autriche";"Solaire";
2022-07;"Autriche";"Solaire";
2022-08;"Autriche";"Solaire";
2022-09;"Autriche";"Solaire";
2022-10;"Autriche";"Solaire";
2022-11;"Autriche";"Solaire";
2022-12;"Autriche";"Solaire";
2023-01;"Autriche";"Solaire";
2023-02;"Autriche";"Solaire";
2023-03;"Autriche";"Solaire";
2023-04;"Autriche";"Solaire";
2023-05;"Autriche";"Solaire";
2023-06;"Autriche";"Solaire";
2023-07;"Autriche";"Solaire";
2023-08;"Autriche";"Solaire";
2023-09;"Autriche";"Solaire";
2023-10;"Autriche";"Solaire";
2023-11;"Autriche";"Solaire";
2023-12;"Autriche";"Solaire";
2024-01;"Autriche";"Solaire";
2024-02;"Autriche";"Solaire";
2024-03;"Autriche";"Solaire";
2024-04;"Autriche";"Solaire";
2024-05;"Autriche";"Solaire";
2024-06;"Autriche";"Solaire";
2024-07;"Autriche";"Solaire";
2024-08;"Autriche";"Solaire";
2024-09;"Autriche";"Solaire";
2024-10;"Autriche";"Solaire";
2024-11;"Autriche";"Solaire";
2024-12;"Autriche";"Solaire";
2025-01;"Autriche";"Solaire";
2025-02;"Autriche";"Solaire";
2025-03;"Autriche";"Solaire";
2016-01;"Autriche";"Hydraulique";
2016-02;"Autriche";"Hydraulique";
2016-03;"Autriche";"Hydraulique";
2016-04;"Autriche";"Hydraulique";
2016-05;"Autriche";"Hydraulique";
2016-06;"Autriche";"Hydraulique";
2016-07;"Autriche";"Hydraulique";
2016-08;"Autriche";"Hydraulique";
2016-09;"Autriche";"Hydraulique";
2016-10;"Autriche";"Hydraulique";
2016-11;"Autriche";"Hydraulique";
2016-12;"Autriche";"Hydraulique";
2017-01;"Autriche";"Hydraulique";
2017-02;"Autriche";"Hydraulique";
2017-03;"Autriche";"Hydraulique";
2017-04;"Autriche";"Hydraulique";
2017-05;"Autriche";"Hydraulique";
2017-06;"Autriche";"Hydraulique";
2017-07;"Autriche";"Hydraulique";
2017-08;"Autriche";"Hydraulique";
2017-09;"Autriche";"Hydraulique";
2017-10;"Autriche";"Hydraulique";
2017-11;"Autriche";"Hydraulique";
2017-12;"Autriche";"Hydraulique";
2018-01;"Autriche";"Hydraulique";
2018-02;"Autriche";"Hydraulique";
2018-03;"Autriche";"Hydraulique";
2018-04;"Autriche";"Hydraulique";
2018-05;"Autriche";"Hydraulique";
2018-06;"Autriche";"Hydraulique";
2018-07;"Autriche";"Hydraulique";
2018-08;"Autriche";"Hydraulique";
2018-09;"Autriche";"Hydraulique";
2018-10;"Autriche";"Hydraulique";
2018-11;"Autriche";"Hydraulique";
2018-12;"Autriche";"Hydraulique";
2019-01;"Autriche";"Hydraulique";
2019-02;"Autriche";"Hydraulique";
2019-03;"Autriche";"Hydraulique";
2019-04;"Autriche";"Hydraulique";
2019-05;"Autriche";"Hydraulique";
2019-06;"Autriche";"Hydraulique";
2019-07;"Autriche";"Hydraulique";
2019-08;"Autriche";"Hydraulique";
2019-09;"Autriche";"Hydraulique";
2019-10;"Autriche";"Hydraulique";
2019-11;"Autriche";"Hydraulique";
2019-12;"Autriche";"Hydraulique";
2020-01;"Autriche";"Hydraulique";
2020-02;"Autriche";"Hydraulique";
2020-03;"Autriche";"Hydraulique";
2020-04;"Autriche";"Hydraulique";
2020-05;"Autriche";"Hydraulique";
2020-06;"Autriche";"Hydraulique";
2020-07;"Autriche";"Hydraulique";
2020-08;"Autriche";"Hydraulique";
2020-09;"Autriche";"Hydraulique";
2020-10;"Autriche";"Hydraulique";
2020-11;"Autriche";"Hydraulique";
2020-12;"Autriche";"Hydraulique";
2021-01;"Autriche";"Hydraulique";
2021-02;"Autriche";"Hydraulique";
2021-03;"Autriche";"Hydraulique";
2021-04;"Autriche";"Hydraulique";
2021-05;"Autriche";"Hydraulique";
2021-06;"Autriche";"Hydraulique";
2021-07;"Autriche";"Hydraulique";
2021-08;"Autriche";"Hydraulique";
2021-09;"Autriche";"Hydraulique";
2021-10;"Autriche";"Hydraulique";
2021-11;"Autriche";"Hydraulique";
2021-12;"Autriche";"Hydraulique";
2022-01;"Autriche";"Hydraulique";
2022-02;"Autriche";"Hydraulique";
2022-03;"Autriche";"Hydraulique";
2022-04;"Autriche";"Hydraulique";
2022-05;"Autriche";"Hydraulique";
2022-06;"Autriche";"Hydraulique";
2022-07;"Autriche";"Hydraulique";
2022-08;"Autriche";"Hydraulique";
2022-09;"Autriche";"Hydraulique";
2022-10;"Autriche";"Hydraulique";
2022-11;"Autriche";"Hydraulique";
2022-12;"Autriche";"Hydraulique";
2023-01;"Autriche";"Hydraulique";
2023-02;"Autriche";"Hydraulique";
2023-03;"Autriche";"Hydraulique";
2023-04;"Autriche";"Hydraulique";
2023-05;"Autriche";"Hydraulique";
2023-06;"Autriche";"Hydraulique";
2023-07;"Autriche";"Hydraulique";
2023-08;"Autriche";"Hydraulique";
2023-09;"Autriche";"Hydraulique";
2023-10;"Autriche";"Hydraulique";
2023-11;"Autriche";"Hydraulique";
2023-12;"Autriche";"Hydraulique";
2024-01;"Autriche";"Hydraulique";
2024-02;"Autriche";"Hydraulique";
2024-03;"Autriche";"Hydraulique";
2024-04;"Autriche";"Hydraulique";
2024-05;"Autriche";"Hydraulique";
2024-06;"Autriche";"Hydraulique";
2024-07;"Autriche";"Hydraulique";
2024-08;"Autriche";"Hydraulique";
2024-09;"Autriche";"Hydraulique";
2024-10;"Autriche";"Hydraulique";
2024-11;"Autriche";"Hydraulique";
2024-12;"Autriche";"Hydraulique";
2025-01;"Autriche";"Hydraulique";
2025-02;"Autriche";"Hydraulique";
2025-03;"Autriche";"Hydraulique";
2016-01;"Autriche";"Fioul";
2016-02;"Autriche";"Fioul";
2016-03;"Autriche";"Fioul";
2016-04;"Autriche";"Fioul";
2016-05;"Autriche";"Fioul";
2016-06;"Autriche";"Fioul";
2016-07;"Autriche";"Fioul";
2016-08;"Autriche";"Fioul";
2016-09;"Autriche";"Fioul";
2016-10;"Autriche";"Fioul";
2016-11;"Autriche";"Fioul";
2016-12;"Autriche";"Fioul";
2017-01;"Autriche";"Fioul";
2017-02;"Autriche";"Fioul";
2017-03;"Autriche";"Fioul";
2017-04;"Autriche";"Fioul";
2017-05;"Autriche";"Fioul";
2017-06;"Autriche";"Fioul";
2017-07;"Autriche";"Fioul";
2017-08;"Autriche";"Fioul";
2017-09;"Autriche";"Fioul";
2017-10;"Autriche";"Fioul";
2017-11;"Autriche";"Fioul";
2017-12;"Autriche";"Fioul";
2018-01;"Autriche";"Fioul";
2018-02;"Autriche";"Fioul";
2018-03;"Autriche";"Fioul";
2018-04;"Autriche";"Fioul";
2018-05;"Autriche";"Fioul";
2018-06;"Autriche";"Fioul";
2018-07;"Autriche";"Fioul";
2018-08;"Autriche";"Fioul";
2018-09;"Autriche";"Fioul";
2018-10;"Autriche";"Fioul";
2018-11;"Autriche";"Fioul";
2018-12;"Autriche";"Fioul";
2019-01;"Autriche";"Fioul";
2019-02;"Autriche";"Fioul";
2019-03;"Autriche";"Fioul";
2019-04;"Autriche";"Fioul";
2019-05;"Autriche";"Fioul";
2019-06;"Autriche";"Fioul";
