Date;Pays;Filière;Valeur (Mt)
2018-02;"France";"Charbon";0,83759939739
2018-03;"France";"Charbon";0,711009279
2018-04;"France";"Charbon";0,207665781525
2018-05;"France";"Charbon";0,13017121236
2018-06;"France";"Charbon";0,22811467716
2018-07;"France";"Charbon";0,49709182383
2018-08;"France";"Charbon";0,425421865215
2018-09;"France";"Charbon";0,29213341092
2018-10;"France";"Charbon";0,672910989435
2018-11;"France";"Charbon";0,42424351704
2018-12;"France";"Charbon";0,18050216049
2019-01;"France";"Charbon";0,34549293492
2019-02;"France";"Charbon";0,183616512525
2019-03;"France";"Charbon";0,01100811132
2019-04;"France";"Charbon";0,020284128585
2019-05;"France";"Charbon";0,001483810605
2019-06;"France";"Charbon";0,008628867765
2019-07;"France";"Charbon";0,05801858658
2019-08;"France";"Charbon";0,024046432965
2019-09;"France";"Charbon";0,020991068235
2019-10;"France";"Charbon";0,022570008705
2019-11;"France";"Charbon";0,38131094205
2019-12;"France";"Charbon";0,19910809935
2020-01;"France";"Charbon";0,129601460025
2020-02;"France";"Charbon";0,06704206506
2020-03;"France";"Charbon";0,026686089855
2020-04;"France";"Charbon";0,00821363103
2020-05;"France";"Charbon";0,043683811335
2020-06;"France";"Charbon";0,007475308605
2020-07;"France";"Charbon";0,120684275145
2020-08;"France";"Charbon";0,05080866228
2020-09;"France";"Charbon";0,232512237135
2020-10;"France";"Charbon";0,086285352555
2020-11;"France";"Charbon";0,09865754883
2020-12;"France";"Charbon";0,266656894695
2021-01;"France";"Charbon";0,68025769065
2021-02;"France";"Charbon";0,23151732921
2021-03;"France";"Charbon";0,19295632647
2021-04;"France";"Charbon";0,159917261715
2021-05;"France";"Charbon";0,014046874515
2021-06;"France";"Charbon";0,0248419053
2021-07;"France";"Charbon";0,046466025795
2021-08;"France";"Charbon";0,060253059825
2021-09;"France";"Charbon";0,426037012065
2021-10;"France";"Charbon";0,51380651808
2021-11;"France";"Charbon";0,485586854055
2021-12;"France";"Charbon";0,44246127393
2022-01;"France";"Charbon";0,66305762900991
2022-02;"France";"Charbon";0,44348998028971
2022-03;"France";"Charbon";0,3707431432034
2022-04;"France";"Charbon";0,057186090892215
2022-05;"France";"Charbon";0,0249349981275
2022-06;"France";"Charbon";0,021218250598785
2022-07;"France";"Charbon";0,0158424501825
2022-08;"France";"Charbon";0,01323448614864
2022-09;"France";"Charbon";0,009348975269145
2022-10;"France";"Charbon";0,026738705717955
2022-11;"France";"Charbon";0,19444690882035
2022-12;"France";"Charbon";0,61778373713375
2023-01;"France";"Charbon";0,1924044224233
2023-02;"France";"Charbon";0,21185934889509
2023-03;"France";"Charbon";0,087609517581375
2023-04;"France";"Charbon";0,01192776499215
2023-05;"France";"Charbon";0,02204847354438
2023-06;"France";"Charbon";0,009905068982565
2023-07;"France";"Charbon";0,010305728412165
2023-08;"France";"Charbon";0,040936769742735
2023-09;"France";"Charbon";0,01657047683943
2023-10;"France";"Charbon";0,007731018035235
2023-11;"France";"Charbon";0,054045235397925
2023-12;"France";"Charbon";0,042264264663225
2024-01;"France";"Charbon";0,10160360817547
2024-02;"France";"Charbon";0,097497083572515
2024-03;"France";"Charbon";0,015137334015795
2024-04;"France";"Charbon";0,00396400453497
2024-05;"France";"Charbon";0,006109665445845
2024-06;"France";"Charbon";0,008314045252425
2024-07;"France";"Charbon";0,011966600337885
2024-08;"France";"Charbon";0,01116809161488
2024-09;"France";"Charbon";0,078145474567995
2024-10;"France";"Charbon";0,03420429195978
2024-11;"France";"Charbon";0,14130953159067
2024-12;"France";"Charbon";0,1102670756239
2025-01;"France";"Charbon";0,15969487767534
2025-02;"France";"Charbon";0,094886421899085
2025-03;"France";"Charbon";0,01044388053738
2016-01;"France";"Nucléaire";
2016-02;"France";"Nucléaire";
2016-03;"France";"Nucléaire";
2016-04;"France";"Nucléaire";
2016-05;"France";"Nucléaire";
2016-06;"France";"Nucléaire";
2016-07;"France";"Nucléaire";
2016-08;"France";"Nucléaire";
2016-09;"France";"Nucléaire";
2016-10;"France";"Nucléaire";
2016-11;"France";"Nucléaire";
2016-12;"France";"Nucléaire";
2017-01;"France";"Nucléaire";
2017-02;"France";"Nucléaire";
2017-03;"France";"Nucléaire";
2017-04;"France";"Nucléaire";
2017-05;"France";"Nucléaire";
2017-06;"France";"Nucléaire";
2017-07;"France";"Nucléaire";
2017-08;"France";"Nucléaire";
2017-09;"France";"Nucléaire";
2017-10;"France";"Nucléaire";
2017-11;"France";"Nucléaire";
2017-12;"France";"Nucléaire";
2018-01;"France";"Nucléaire";
2018-02;"France";"Nucléaire";
2018-03;"France";"Nucléaire";
2018-04;"France";"Nucléaire";
2018-05;"France";"Nucléaire";
2018-06;"France";"Nucléaire";
2018-07;"France";"Nucléaire";
2018-08;"France";"Nucléaire";
2018-09;"France";"Nucléaire";
2018-10;"France";"Nucléaire";
2018-11;"France";"Nucléaire";
2018-12;"France";"Nucléaire";
2019-01;"France";"Nucléaire";
2019-02;"France";"Nucléaire";
2019-03;"France";"Nucléaire";
2019-04;"France";"Nucléaire";
2019-05;"France";"Nucléaire";
2019-06;"France";"Nucléaire";
2019-07;"France";"Nucléaire";
2019-08;"France";"Nucléaire";
2019-09;"France";"Nucléaire";
2019-10;"France";"Nucléaire";
2019-11;"France";"Nucléaire";
2019-12;"France";"Nucléaire";
2020-01;"France";"Nucléaire";
2020-02;"France";"Nucléaire";
2020-03;"France";"Nucléaire";
2020-04;"France";"Nucléaire";
2020-05;"France";"Nucléaire";
2020-06;"France";"Nucléaire";
2020-07;"France";"Nucléaire";
2020-08;"France";"Nucléaire";
2020-09;"France";"Nucléaire";
2020-10;"France";"Nucléaire";
2020-11;"France";"Nucléaire";
2020-12;"France";"Nucléaire";
2021-01;"France";"Nucléaire";
2021-02;"France";"Nucléaire";
2021-03;"France";"Nucléaire";
2021-04;"France";"Nucléaire";
2021-05;"France";"Nucléaire";
2021-06;"France";"Nucléaire";
2021-07;"France";"Nucléaire";
2021-08;"France";"Nucléaire";
2021-09;"France";"Nucléaire";
2021-10;"France";"Nucléaire";
2021-11;"France";"Nucléaire";
2021-12;"France";"Nucléaire";
2022-01;"France";"Nucléaire";
2022-02;"France";"Nucléaire";
2022-03;"France";"Nucléaire";
2022-04;"France";"Nucléaire";
2022-05;"France";"Nucléaire";
2022-06;"France";"Nucléaire";
2022-07;"France";"Nucléaire";
2022-08;"France";"Nucléaire";
2022-09;"France";"Nucléaire";
2022-10;"France";"Nucléaire";
2022-11;"France";"Nucléaire";
2022-12;"France";"Nucléaire";
2023-01;"France";"Nucléaire";
2023-02;"France";"Nucléaire";
2023-03;"France";"Nucléaire";
2023-04;"France";"Nucléaire";
2023-05;"France";"Nucléaire";
2023-06;"France";"Nucléaire";
2023-07;"France";"Nucléaire";
2023-08;"France";"Nucléaire";
2023-09;"France";"Nucléaire";
2023-10;"France";"Nucléaire";
2023-11;"France";"Nucléaire";
2023-12;"France";"Nucléaire";
2024-01;"France";"Nucléaire";
2024-02;"France";"Nucléaire";
2024-03;"France";"Nucléaire";
2024-04;"France";"Nucléaire";
2024-05;"France";"Nucléaire";
2024-06;"France";"Nucléaire";
2024-07;"France";"Nucléaire";
2024-08;"France";"Nucléaire";
2024-09;"France";"Nucléaire";
2024-10;"France";"Nucléaire";
2024-11;"France";"Nucléaire";
2024-12;"France";"Nucléaire";
2025-01;"France";"Nucléaire";
2025-02;"France";"Nucléaire";
2025-03;"France";"Nucléaire";
2016-01;"France";"Emissions";2,51
2016-02;"France";"Emissions";1,89
2016-03;"France";"Emissions";2,31
2016-04;"France";"Emissions";1,36
2016-05;"France";"Emissions";0,86
2016-06;"France";"Emissions";0,87
2016-07;"France";"Emissions";1,07
2016-08;"France";"Emissions";1,07
2016-09;"France";"Emissions";2,06
2016-10;"France";"Emissions";2,51
2016-11;"France";"Emissions";3,36
2016-12;"France";"Emissions";3,69
2017-01;"France";"Emissions";4,42
2017-02;"France";"Emissions";3,02
2017-03;"France";"Emissions";2,4
2017-04;"France";"Emissions";1,75
2017-05;"France";"Emissions";1,35
2017-06;"France";"Emissions";1,16
2017-07;"France";"Emissions";1,87
2017-08;"France";"Emissions";1,09
2017-09;"France";"Emissions";1,59
2017-10;"France";"Emissions";2,75
2017-11;"France";"Emissions";3,65
2017-12;"France";"Emissions";3,02
2018-01;"France";"Emissions";1,78
2018-02;"France";"Emissions";3,03
2018-03;"France";"Emissions";2,54
2018-04;"France";"Emissions";0,77
2018-05;"France";"Emissions";0,62
2018-06;"France";"Emissions";0,75
2018-07;"France";"Emissions";1,48
2018-08;"France";"Emissions";1,42
2018-09;"France";"Emissions";1,15
2018-10;"France";"Emissions";1,92
2018-11;"France";"Emissions";2,6
2018-12;"France";"Emissions";2,1
2019-01;"France";"Emissions";2,93
2019-02;"France";"Emissions";2,2
2019-03;"France";"Emissions";1,6
2019-04;"France";"Emissions";1,05
2019-05;"France";"Emissions";0,94
2019-06;"France";"Emissions";0,87
2019-07;"France";"Emissions";1,33
2019-08;"France";"Emissions";1,08
2019-09;"France";"Emissions";1,25
2019-10;"France";"Emissions";1,4
2019-11;"France";"Emissions";2,57
2019-12;"France";"Emissions";2,04
2020-01;"France";"Emissions";2,38
2020-02;"France";"Emissions";1,75
2020-03;"France";"Emissions";1,67
2020-04;"France";"Emissions";0,44
2020-05;"France";"Emissions";0,68
2020-06;"France";"Emissions";1,12
2020-07;"France";"Emissions";1,32
2020-08;"France";"Emissions";1,23
2020-09;"France";"Emissions";1,44
2020-10;"France";"Emissions";1,13
2020-11;"France";"Emissions";1,96
2020-12;"France";"Emissions";2,24
2021-01;"France";"Emissions";2,78
2021-02;"France";"Emissions";1,9
2021-03;"France";"Emissions";1,93
2021-04;"France";"Emissions";1,36
2021-05;"France";"Emissions";0,66
2021-06;"France";"Emissions";0,77
2021-07;"France";"Emissions";0,84
2021-08;"France";"Emissions";0,63
2021-09;"France";"Emissions";1,24
2021-10;"France";"Emissions";1,45
2021-11;"France";"Emissions";2,69
2021-12;"France";"Emissions";2,7
2022-01;"France";"Emissions";2,98
2022-02;"France";"Emissions";2,2
2022-03;"France";"Emissions";2,43
2022-04;"France";"Emissions";1,47
2022-05;"France";"Emissions";1,26
2022-06;"France";"Emissions";1,14
2022-07;"France";"Emissions";1,44
2022-08;"France";"Emissions";1,32
2022-09;"France";"Emissions";1,41
2022-10;"France";"Emissions";1,59
2022-11;"France";"Emissions";2,05
2022-12;"France";"Emissions";2,8
2023-01;"France";"Emissions";2,07
2023-02;"France";"Emissions";2,29
2023-03;"France";"Emissions";1,75
2023-04;"France";"Emissions";0,92
2023-05;"France";"Emissions";0,69
2023-06;"France";"Emissions";0,86
2023-07;"France";"Emissions";0,96
2023-08;"France";"Emissions";0,92
2023-09;"France";"Emissions";0,72
2023-10;"France";"Emissions";0,68
2023-11;"France";"Emissions";1,32
2023-12;"France";"Emissions";1,53
2024-01;"France";"Emissions";1,85
2024-02;"France";"Emissions";1,33
2024-03;"France";"Emissions";1,22
2024-04;"France";"Emissions";0,47
2024-05;"France";"Emissions";0,39
2024-06;"France";"Emissions";0,42
2024-07;"France";"Emissions";0,56
2024-08;"France";"Emissions";0,56
2024-09;"France";"Emissions";0,58
2024-10;"France";"Emissions";0,54
2024-11;"France";"Emissions";1,41
2024-12;"France";"Emissions";1,41
2025-01;"France";"Emissions";1,61
2025-02;"France";"Emissions";1,44
2025-03;"France";"Emissions";1,08
2016-01;"Grèce";"Dechets";
2016-02;"Grèce";"Dechets";
2016-03;"Grèce";"Dechets";
2016-04;"Grèce";"Dechets";
2016-05;"Grèce";"Dechets";
2016-06;"Grèce";"Dechets";
2016-07;"Grèce";"Dechets";
2016-08;"Grèce";"Dechets";
2016-09;"Grèce";"Dechets";
2016-10;"Grèce";"Dechets";
2016-11;"Grèce";"Dechets";
2016-12;"Grèce";"Dechets";
2017-01;"Grèce";"Dechets";
2017-02;"Grèce";"Dechets";
2017-03;"Grèce";"Dechets";
2017-04;"Grèce";"Dechets";
2017-05;"Grèce";"Dechets";
2017-06;"Grèce";"Dechets";
2017-07;"Grèce";"Dechets";
2017-08;"Grèce";"Dechets";
2017-09;"Grèce";"Dechets";
2017-10;"Grèce";"Dechets";
2017-11;"Grèce";"Dechets";
2017-12;"Grèce";"Dechets";
2018-01;"Grèce";"Dechets";
2018-02;"Grèce";"Dechets";
2018-03;"Grèce";"Dechets";
2018-04;"Grèce";"Dechets";
2018-05;"Grèce";"Dechets";
2018-06;"Grèce";"Dechets";
2018-07;"Grèce";"Dechets";
2018-08;"Grèce";"Dechets";
2018-09;"Grèce";"Dechets";
2018-10;"Grèce";"Dechets";
2018-11;"Grèce";"Dechets";
2018-12;"Grèce";"Dechets";
2019-01;"Grèce";"Dechets";
2019-02;"Grèce";"Dechets";
2019-03;"Grèce";"Dechets";
2019-04;"Grèce";"Dechets";
2019-05;"Grèce";"Dechets";
2019-06;"Grèce";"Dechets";
2019-07;"Grèce";"Dechets";
2019-08;"Grèce";"Dechets";
2019-09;"Grèce";"Dechets";
2019-10;"Grèce";"Dechets";
2019-11;"Grèce";"Dechets";
2019-12;"Grèce";"Dechets";
2020-01;"Grèce";"Dechets";
2020-02;"Grèce";"Dechets";
2020-03;"Grèce";"Dechets";
2020-04;"Grèce";"Dechets";
2020-05;"Grèce";"Dechets";
2020-06;"Grèce";"Dechets";
2020-07;"Grèce";"Dechets";
2020-08;"Grèce";"Dechets";
2020-09;"Grèce";"Dechets";
2020-10;"Grèce";"Dechets";
2020-11;"Grèce";"Dechets";
2020-12;"Grèce";"Dechets";
2021-01;"Grèce";"Dechets";
2021-02;"Grèce";"Dechets";
2021-03;"Grèce";"Dechets";
2021-04;"Grèce";"Dechets";
2021-05;"Grèce";"Dechets";
2021-06;"Grèce";"Dechets";
2021-07;"Grèce";"Dechets";
2021-08;"Grèce";"Dechets";
2021-09;"Grèce";"Dechets";
2021-10;"Grèce";"Dechets";
2021-11;"Grèce";"Dechets";
2021-12;"Grèce";"Dechets";
2022-01;"Grèce";"Dechets";
2022-02;"Grèce";"Dechets";
2022-03;"Grèce";"Dechets";
2022-04;"Grèce";"Dechets";
2022-05;"Grèce";"Dechets";
2022-06;"Grèce";"Dechets";
2022-07;"Grèce";"Dechets";
2022-08;"Grèce";"Dechets";
2022-09;"Grèce";"Dechets";
2022-10;"Grèce";"Dechets";
2022-11;"Grèce";"Dechets";
2022-12;"Grèce";"Dechets";
2023-01;"Grèce";"Dechets";
2023-02;"Grèce";"Dechets";
2023-03;"Grèce";"Dechets";
2023-04;"Grèce";"Dechets";
2023-05;"Grèce";"Dechets";
2023-06;"Grèce";"Dechets";
2023-07;"Grèce";"Dechets";
2023-08;"Grèce";"Dechets";
2023-09;"Grèce";"Dechets";
2023-10;"Grèce";"Dechets";
2023-11;"Grèce";"Dechets";
2023-12;"Grèce";"Dechets";
2024-01;"Grèce";"Dechets";
2024-02;"Grèce";"Dechets";
2024-03;"Grèce";"Dechets";
2024-04;"Grèce";"Dechets";
2024-05;"Grèce";"Dechets";
2024-06;"Grèce";"Dechets";
2024-07;"Grèce";"Dechets";
2024-08;"Grèce";"Dechets";
2024-09;"Grèce";"Dechets";
2024-10;"Grèce";"Dechets";
2024-11;"Grèce";"Dechets";
2024-12;"Grèce";"Dechets";
2025-01;"Grèce";"Dechets";
2025-02;"Grèce";"Dechets";
2025-03;"Grèce";"Dechets";
2016-01;"Grèce";"Biogaz";
2016-02;"Grèce";"Biogaz";
2016-03;"Grèce";"Biogaz";
2016-04;"Grèce";"Biogaz";
2016-05;"Grèce";"Biogaz";
2016-06;"Grèce";"Biogaz";
2016-07;"Grèce";"Biogaz";
2016-08;"Grèce";"Biogaz";
2016-09;"Grèce";"Biogaz";
2016-10;"Grèce";"Biogaz";
2016-11;"Grèce";"Biogaz";
2016-12;"Grèce";"Biogaz";
2017-01;"Grèce";"Biogaz";
2017-02;"Grèce";"Biogaz";
2017-03;"Grèce";"Biogaz";
2017-04;"Grèce";"Biogaz";
2017-05;"Grèce";"Biogaz";
2017-06;"Grèce";"Biogaz";
2017-07;"Grèce";"Biogaz";
2017-08;"Grèce";"Biogaz";
2017-09;"Grèce";"Biogaz";
2017-10;"Grèce";"Biogaz";
2017-11;"Grèce";"Biogaz";
2017-12;"Grèce";"Biogaz";
2018-01;"Grèce";"Biogaz";
2018-02;"Grèce";"Biogaz";
2018-03;"Grèce";"Biogaz";
2018-04;"Grèce";"Biogaz";
2018-05;"Grèce";"Biogaz";
2018-06;"Grèce";"Biogaz";
2018-07;"Grèce";"Biogaz";
2018-08;"Grèce";"Biogaz";
2018-09;"Grèce";"Biogaz";
2018-10;"Grèce";"Biogaz";
2018-11;"Grèce";"Biogaz";
2018-12;"Grèce";"Biogaz";
2019-01;"Grèce";"Biogaz";
2019-02;"Grèce";"Biogaz";
2019-03;"Grèce";"Biogaz";
2019-04;"Grèce";"Biogaz";
2019-05;"Grèce";"Biogaz";
2019-06;"Grèce";"Biogaz";
2019-07;"Grèce";"Biogaz";
2019-08;"Grèce";"Biogaz";
2019-09;"Grèce";"Biogaz";
2019-10;"Grèce";"Biogaz";
2019-11;"Grèce";"Biogaz";
2019-12;"Grèce";"Biogaz";
2020-01;"Grèce";"Biogaz";
2020-02;"Grèce";"Biogaz";
2020-03;"Grèce";"Biogaz";
2020-04;"Grèce";"Biogaz";
2020-05;"Grèce";"Biogaz";
2020-06;"Grèce";"Biogaz";
2020-07;"Grèce";"Biogaz";
2020-08;"Grèce";"Biogaz";
2020-09;"Grèce";"Biogaz";
2020-10;"Grèce";"Biogaz";
2020-11;"Grèce";"Biogaz";
2020-12;"Grèce";"Biogaz";
2021-01;"Grèce";"Biogaz";
2021-02;"Grèce";"Biogaz";
2021-03;"Grèce";"Biogaz";
2021-04;"Grèce";"Biogaz";
2021-05;"Grèce";"Biogaz";
2021-06;"Grèce";"Biogaz";
2021-07;"Grèce";"Biogaz";
2021-08;"Grèce";"Biogaz";
2021-09;"Grèce";"Biogaz";
2021-10;"Grèce";"Biogaz";
2021-11;"Grèce";"Biogaz";
2021-12;"Grèce";"Biogaz";
2022-01;"Grèce";"Biogaz";
2022-02;"Grèce";"Biogaz";
2022-03;"Grèce";"Biogaz";
2022-04;"Grèce";"Biogaz";
2022-05;"Grèce";"Biogaz";
2022-06;"Grèce";"Biogaz";
2022-07;"Grèce";"Biogaz";
2022-08;"Grèce";"Biogaz";
2022-09;"Grèce";"Biogaz";
2022-10;"Grèce";"Biogaz";
2022-11;"Grèce";"Biogaz";
2022-12;"Grèce";"Biogaz";
2023-01;"Grèce";"Biogaz";
2023-02;"Grèce";"Biogaz";
2023-03;"Grèce";"Biogaz";
2023-04;"Grèce";"Biogaz";
2023-05;"Grèce";"Biogaz";
2023-06;"Grèce";"Biogaz";
2023-07;"Grèce";"Biogaz";
2023-08;"Grèce";"Biogaz";
2023-09;"Grèce";"Biogaz";
2023-10;"Grèce";"Biogaz";
2023-11;"Grèce";"Biogaz";
2023-12;"Grèce";"Biogaz";
2024-01;"Grèce";"Biogaz";
2024-02;"Grèce";"Biogaz";
2024-03;"Grèce";"Biogaz";
2024-04;"Grèce";"Biogaz";
2024-05;"Grèce";"Biogaz";
2024-06;"Grèce";"Biogaz";
2024-07;"Grèce";"Biogaz";
2024-08;"Grèce";"Biogaz";
2024-09;"Grèce";"Biogaz";
2024-10;"Grèce";"Biogaz";
2024-11;"Grèce";"Biogaz";
2024-12;"Grèce";"Biogaz";
2025-01;"Grèce";"Biogaz";
2025-02;"Grèce";"Biogaz";
2025-03;"Grèce";"Biogaz";
2016-01;"Grèce";"Biomasse";
2016-02;"Grèce";"Biomasse";
2016-03;"Grèce";"Biomasse";
2016-04;"Grèce";"Biomasse";
2016-05;"Grèce";"Biomasse";
2016-06;"Grèce";"Biomasse";
2016-07;"Grèce";"Biomasse";
2016-08;"Grèce";"Biomasse";
2016-09;"Grèce";"Biomasse";
2016-10;"Grèce";"Biomasse";
2016-11;"Grèce";"Biomasse";
2016-12;"Grèce";"Biomasse";
2017-01;"Grèce";"Biomasse";
2017-02;"Grèce";"Biomasse";
2017-03;"Grèce";"Biomasse";
2017-04;"Grèce";"Biomasse";
2017-05;"Grèce";"Biomasse";
2017-06;"Grèce";"Biomasse";
2017-07;"Grèce";"Biomasse";
2017-08;"Grèce";"Biomasse";
2017-09;"Grèce";"Biomasse";
2017-10;"Grèce";"Biomasse";
2017-11;"Grèce";"Biomasse";
2017-12;"Grèce";"Biomasse";
2018-01;"Grèce";"Biomasse";
2018-02;"Grèce";"Biomasse";
2018-03;"Grèce";"Biomasse";
2018-04;"Grèce";"Biomasse";
2018-05;"Grèce";"Biomasse";
2018-06;"Grèce";"Biomasse";
2018-07;"Grèce";"Biomasse";
2018-08;"Grèce";"Biomasse";
2018-09;"Grèce";"Biomasse";
2018-10;"Grèce";"Biomasse";
2018-11;"Grèce";"Biomasse";
2018-12;"Grèce";"Biomasse";
2019-01;"Grèce";"Biomasse";
2019-02;"Grèce";"Biomasse";
2019-03;"Grèce";"Biomasse";
2019-04;"Grèce";"Biomasse";
2019-05;"Grèce";"Biomasse";
2019-06;"Grèce";"Biomasse";
2019-07;"Grèce";"Biomasse";
2019-08;"Grèce";"Biomasse";
2019-09;"Grèce";"Biomasse";
2019-10;"Grèce";"Biomasse";
2019-11;"Grèce";"Biomasse";
2019-12;"Grèce";"Biomasse";
2020-01;"Grèce";"Biomasse";
2020-02;"Grèce";"Biomasse";
2020-03;"Grèce";"Biomasse";
2020-04;"Grèce";"Biomasse";
2020-05;"Grèce";"Biomasse";
2020-06;"Grèce";"Biomasse";
2020-07;"Grèce";"Biomasse";
2020-08;"Grèce";"Biomasse";
2020-09;"Grèce";"Biomasse";
2020-10;"Grèce";"Biomasse";
2020-11;"Grèce";"Biomasse";
2020-12;"Grèce";"Biomasse";
2021-01;"Grèce";"Biomasse";
2021-02;"Grèce";"Biomasse";
2021-03;"Grèce";"Biomasse";
2021-04;"Grèce";"Biomasse";
2021-05;"Grèce";"Biomasse";
2021-06;"Grèce";"Biomasse";
2021-07;"Grèce";"Biomasse";
2021-08;"Grèce";"Biomasse";
2021-09;"Grèce";"Biomasse";
2021-10;"Grèce";"Biomasse";
2021-11;"Grèce";"Biomasse";
2021-12;"Grèce";"Biomasse";
2022-01;"Grèce";"Biomasse";
2022-02;"Grèce";"Biomasse";
2022-03;"Grèce";"Biomasse";
2022-04;"Grèce";"Biomasse";
2022-05;"Grèce";"Biomasse";
2022-06;"Grèce";"Biomasse";
2022-07;"Grèce";"Biomasse";
2022-08;"Grèce";"Biomasse";
2022-09;"Grèce";"Biomasse";
2022-10;"Grèce";"Biomasse";
2022-11;"Grèce";"Biomasse";
2022-12;"Grèce";"Biomasse";
2023-01;"Grèce";"Biomasse";
2023-02;"Grèce";"Biomasse";
2023-03;"Grèce";"Biomasse";
2023-04;"Grèce";"Biomasse";
2023-05;"Grèce";"Biomasse";
2023-06;"Grèce";"Biomasse";
2023-07;"Grèce";"Biomasse";
2023-08;"Grèce";"Biomasse";
2023-09;"Grèce";"Biomasse";
2023-10;"Grèce";"Biomasse";
2023-11;"Grèce";"Biomasse";
2023-12;"Grèce";"Biomasse";
2024-01;"Grèce";"Biomasse";
2024-02;"Grèce";"Biomasse";
2024-03;"Grèce";"Biomasse";
2024-04;"Grèce";"Biomasse";
2024-05;"Grèce";"Biomasse";
2024-06;"Grèce";"Biomasse";
2024-07;"Grèce";"Biomasse";
2024-08;"Grèce";"Biomasse";
2024-09;"Grèce";"Biomasse";
2024-10;"Grèce";"Biomasse";
2024-11;"Grèce";"Biomasse";
2024-12;"Grèce";"Biomasse";
2025-01;"Grèce";"Biomasse";
2025-02;"Grèce";"Biomasse";
2025-03;"Grèce";"Biomasse";
2016-01;"Grèce";"Eolien en mer";
2016-02;"Grèce";"Eolien en mer";
2016-03;"Grèce";"Eolien en mer";
2016-04;"Grèce";"Eolien en mer";
2016-05;"Grèce";"Eolien en mer";
2016-06;"Grèce";"Eolien en mer";
2016-07;"Grèce";"Eolien en mer";
2016-08;"Grèce";"Eolien en mer";
2016-09;"Grèce";"Eolien en mer";
2016-10;"Grèce";"Eolien en mer";
2016-11;"Grèce";"Eolien en mer";
2016-12;"Grèce";"Eolien en mer";
2017-01;"Grèce";"Eolien en mer";
2017-02;"Grèce";"Eolien en mer";
2017-03;"Grèce";"Eolien en mer";
2017-04;"Grèce";"Eolien en mer";
2017-05;"Grèce";"Eolien en mer";
2017-06;"Grèce";"Eolien en mer";
2017-07;"Grèce";"Eolien en mer";
2017-08;"Grèce";"Eolien en mer";
2017-09;"Grèce";"Eolien en mer";
2017-10;"Grèce";"Eolien en mer";
2017-11;"Grèce";"Eolien en mer";
2017-12;"Grèce";"Eolien en mer";
2018-01;"Grèce";"Eolien en mer";
2018-02;"Grèce";"Eolien en mer";
2018-03;"Grèce";"Eolien en mer";
2018-04;"Grèce";"Eolien en mer";
2018-05;"Grèce";"Eolien en mer";
2018-06;"Grèce";"Eolien en mer";
2018-07;"Grèce";"Eolien en mer";
2018-08;"Grèce";"Eolien en mer";
2018-09;"Grèce";"Eolien en mer";
2018-10;"Grèce";"Eolien en mer";
2018-11;"Grèce";"Eolien en mer";
2018-12;"Grèce";"Eolien en mer";
2019-01;"Grèce";"Eolien en mer";
2019-02;"Grèce";"Eolien en mer";
2019-03;"Grèce";"Eolien en mer";
2019-04;"Grèce";"Eolien en mer";
2019-05;"Grèce";"Eolien en mer";
2019-06;"Grèce";"Eolien en mer";
2019-07;"Grèce";"Eolien en mer";
2019-08;"Grèce";"Eolien en mer";
2019-09;"Grèce";"Eolien en mer";
2019-10;"Grèce";"Eolien en mer";
2019-11;"Grèce";"Eolien en mer";
2019-12;"Grèce";"Eolien en mer";
2020-01;"Grèce";"Eolien en mer";
2020-02;"Grèce";"Eolien en mer";
2020-03;"Grèce";"Eolien en mer";
2020-04;"Grèce";"Eolien en mer";
2020-05;"Grèce";"Eolien en mer";
2020-06;"Grèce";"Eolien en mer";
2020-07;"Grèce";"Eolien en mer";
2020-08;"Grèce";"Eolien en mer";
2020-09;"Grèce";"Eolien en mer";
2020-10;"Grèce";"Eolien en mer";
2020-11;"Grèce";"Eolien en mer";
2020-12;"Grèce";"Eolien en mer";
2021-01;"Grèce";"Eolien en mer";
2021-02;"Grèce";"Eolien en mer";
2021-03;"Grèce";"Eolien en mer";
2021-04;"Grèce";"Eolien en mer";
2021-05;"Grèce";"Eolien en mer";
2021-06;"Grèce";"Eolien en mer";
2021-07;"Grèce";"Eolien en mer";
2021-08;"Grèce";"Eolien en mer";
2021-09;"Grèce";"Eolien en mer";
2021-10;"Grèce";"Eolien en mer";
2021-11;"Grèce";"Eolien en mer";
2021-12;"Grèce";"Eolien en mer";
2022-01;"Grèce";"Eolien en mer";
2022-02;"Grèce";"Eolien en mer";
2022-03;"Grèce";"Eolien en mer";
2022-04;"Grèce";"Eolien en mer";
2022-05;"Grèce";"Eolien en mer";
2022-06;"Grèce";"Eolien en mer";
2022-07;"Grèce";"Eolien en mer";
2022-08;"Grèce";"Eolien en mer";
2022-09;"Grèce";"Eolien en mer";
2022-10;"Grèce";"Eolien en mer";
2022-11;"Grèce";"Eolien en mer";
2022-12;"Grèce";"Eolien en mer";
2023-01;"Grèce";"Eolien en mer";
2023-02;"Grèce";"Eolien en mer";
2023-03;"Grèce";"Eolien en mer";
2023-04;"Grèce";"Eolien en mer";
2023-05;"Grèce";"Eolien en mer";
2023-06;"Grèce";"Eolien en mer";
2023-07;"Grèce";"Eolien en mer";
2023-08;"Grèce";"Eolien en mer";
2023-09;"Grèce";"Eolien en mer";
2023-10;"Grèce";"Eolien en mer";
2023-11;"Grèce";"Eolien en mer";
2023-12;"Grèce";"Eolien en mer";
