DATAFLOW,LAST UPDATE,freq,src_crf,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Italy,2016,84.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Italy,2017,82.9,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Italy,2018,82.1,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Italy,2019,79.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Italy,2020,72.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Italy,2021,78.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Italy,2022,79.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Italy,2023,73.6,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Lithuania,2014,40.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Lithuania,2015,41.4,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Lithuania,2016,41.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Lithuania,2017,41.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Lithuania,2018,41.1,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Lithuania,2019,41.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Lithuania,2020,41.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Lithuania,2021,41.6,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Lithuania,2022,38.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Lithuania,2023,37.6,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Luxembourg,2014,84.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Luxembourg,2015,81.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Luxembourg,2016,79.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Luxembourg,2017,80.6,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Luxembourg,2018,83.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Luxembourg,2019,84.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Luxembourg,2020,71.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Luxembourg,2021,73.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Luxembourg,2022,64.4,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Luxembourg,2023,60.9,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Latvia,2014,41.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Latvia,2015,41.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Latvia,2016,41.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Latvia,2017,41.4,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Latvia,2018,43.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Latvia,2019,42.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Latvia,2020,40.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Latvia,2021,41.1,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Latvia,2022,38.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Latvia,2023,38.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Malta,2014,108.4,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Malta,2015,81.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Malta,2016,70.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Malta,2017,76.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Malta,2018,76.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Malta,2019,81.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Malta,2020,79.4,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Malta,2021,80.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Malta,2022,86.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Malta,2023,85.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Netherlands,2014,84.1,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Netherlands,2015,87.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Netherlands,2016,87.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Netherlands,2017,86.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Netherlands,2018,84.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Netherlands,2019,81.4,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Netherlands,2020,73.9,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Netherlands,2021,74.9,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Netherlands,2022,68.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Netherlands,2023,63.9,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Norway,2014,104.9,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Norway,2015,106.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Norway,2016,104.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Norway,2017,102.9,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Norway,2018,103.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Norway,2019,99.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Norway,2020,96.4,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Norway,2021,96.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Norway,2022,95.4,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Norway,2023,90.9,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Poland,2014,79.9,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Poland,2015,80.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Poland,2016,82.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Poland,2017,85.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Poland,2018,85.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Poland,2019,81.1,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Poland,2020,78.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Poland,2021,83.9,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Poland,2022,80.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Poland,2023,73.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Portugal,2014,107.6,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Portugal,2015,114.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Portugal,2016,111.6,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Portugal,2017,120.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Portugal,2018,114.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Portugal,2019,108.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Portugal,2020,97.6,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Portugal,2021,95.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Portugal,2022,95.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Portugal,2023,90.4,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Romania,2014,46.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Romania,2015,45.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Romania,2016,44.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Romania,2017,45.9,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Romania,2018,46.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Romania,2019,44.9,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Romania,2020,43.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Romania,2021,45.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Romania,2022,42.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Romania,2023,40.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Sweden,2014,75.1,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Sweden,2015,74.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Sweden,2016,74.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Sweden,2017,73.4,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Sweden,2018,72.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Sweden,2019,70.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Sweden,2020,64.6,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Sweden,2021,67.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Sweden,2022,62.1,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Sweden,2023,62.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovenia,2014,88.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovenia,2015,89.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovenia,2016,94.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovenia,2017,94.6,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovenia,2018,93.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovenia,2019,91.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovenia,2020,84.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovenia,2021,85.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovenia,2022,82.6,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovenia,2023,78.6,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovakia,2014,54.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovakia,2015,55.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovakia,2016,55.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovakia,2017,57.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovakia,2018,57.1,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovakia,2019,53.9,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovakia,2020,50.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovakia,2021,55.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovakia,2022,50.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),"Index, 1990=100",Slovakia,2023,49.1,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Austria,2014,9.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Austria,2015,9.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Austria,2016,9.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Austria,2017,9.4,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Austria,2018,9.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Austria,2019,9.1,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Austria,2020,8.4,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Austria,2021,8.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Austria,2022,8.1,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Austria,2023,7.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Belgium,2014,10.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Belgium,2015,10.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Belgium,2016,10.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Belgium,2017,10.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Belgium,2018,10.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Belgium,2019,10.1,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Belgium,2020,9.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Belgium,2021,9.5,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Belgium,2022,8.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Belgium,2023,8.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Bulgaria,2014,8.1,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Bulgaria,2015,8.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Bulgaria,2016,8.4,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Bulgaria,2017,8.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Bulgaria,2018,8.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Bulgaria,2019,8.2,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Bulgaria,2020,7.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Bulgaria,2021,8.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Bulgaria,2022,9.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Bulgaria,2023,7.0,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Cyprus,2014,9.7,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Cyprus,2015,9.8,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Cyprus,2016,10.3,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Cyprus,2017,10.4,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Cyprus,2018,10.1,,
ESTAT:SDG_13_10$DEFAULTVIEW(1.0),13/05/25 23:00:00,Annual,Total (excluding LULUCF and memo items),Tonnes per capita,Cyprus,2019,9.6,,
