Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,Latvia,Latvia,LV,222.14,299.99,56.93,46.54,entsoe.eu
2021-01-02 00:00:00,Latvia,Latvia,LV,213.53,266.96,63.75,52.66,entsoe.eu
2021-01-03 00:00:00,Latvia,Latvia,LV,236.62,295.84,60.47,46.53,entsoe.eu
2021-01-04 00:00:00,Latvia,Latvia,LV,218.55,275.44,60.51,52.84,entsoe.eu
2021-01-05 00:00:00,Latvia,Latvia,LV,268.00,339.06,48.64,42.56,entsoe.eu
2021-01-06 00:00:00,Latvia,Latvia,LV,288.56,359.73,45.02,37.80,entsoe.eu
2021-01-07 00:00:00,Latvia,Latvia,LV,255.41,332.28,46.12,44.04,entsoe.eu
2021-01-08 00:00:00,Latvia,Latvia,LV,268.31,344.83,44.64,42.67,entsoe.eu
2021-01-09 00:00:00,Latvia,Latvia,LV,307.34,391.84,36.44,33.00,entsoe.eu
2021-01-10 00:00:00,Latvia,Latvia,LV,334.62,419.91,34.41,27.91,entsoe.eu
2021-01-11 00:00:00,Latvia,Latvia,LV,279.97,360.67,41.41,37.97,entsoe.eu
2021-01-12 00:00:00,Latvia,Latvia,LV,275.25,343.76,46.68,42.06,entsoe.eu
2021-01-13 00:00:00,Latvia,Latvia,LV,286.47,361.04,43.48,38.84,entsoe.eu
2021-01-14 00:00:00,Latvia,Latvia,LV,252.38,332.54,46.98,44.74,entsoe.eu
2021-01-15 00:00:00,Latvia,Latvia,LV,301.34,396.45,36.19,34.60,entsoe.eu
2021-01-16 00:00:00,Latvia,Latvia,LV,335.77,439.38,27.25,24.84,entsoe.eu
2021-01-17 00:00:00,Latvia,Latvia,LV,386.21,482.26,22.43,16.95,entsoe.eu
2021-01-18 00:00:00,Latvia,Latvia,LV,297.82,380.74,36.77,34.10,entsoe.eu
2021-01-19 00:00:00,Latvia,Latvia,LV,293.12,380.22,37.34,34.42,entsoe.eu
2021-01-20 00:00:00,Latvia,Latvia,LV,302.20,382.10,39.04,34.33,entsoe.eu
2021-01-21 00:00:00,Latvia,Latvia,LV,310.31,394.66,36.93,31.85,entsoe.eu
2021-01-22 00:00:00,Latvia,Latvia,LV,327.62,414.25,35.09,29.04,entsoe.eu
