Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2021-01-01 00:00:00,Italy,Italy,IT,286.43,363.08,44.99,41.85,,,
2021-01-02 00:00:00,Italy,Italy,IT,275.03,346.48,49.01,45.32,,,
2021-01-03 00:00:00,Italy,Italy,IT,288.02,363.24,46.09,43.49,,,
2021-01-04 00:00:00,Italy,Italy,IT,322.88,405.01,37.63,35.87,,,
2021-01-05 00:00:00,Italy,Italy,IT,312.83,393.60,38.49,37.33,,,
2021-01-06 00:00:00,Italy,Italy,IT,320.75,403.96,37.31,36.78,,,
2021-01-07 00:00:00,Italy,Italy,IT,340.87,428.56,32.34,30.78,,,
2021-01-08 00:00:00,Italy,Italy,IT,330.27,417.08,33.89,32.35,,,
2021-01-09 00:00:00,Italy,Italy,IT,318.80,402.43,37.46,34.68,,,
2021-01-10 00:00:00,Italy,Italy,IT,332.73,419.17,35.03,33.29,,,
2021-01-11 00:00:00,Italy,Italy,IT,342.48,430.95,32.13,29.76,,,
2021-01-12 00:00:00,Italy,Italy,IT,312.66,394.15,39.04,33.61,,,
2021-01-13 00:00:00,Italy,Italy,IT,289.00,363.27,45.41,39.08,,,
2021-01-14 00:00:00,Italy,Italy,IT,294.99,372.76,42.18,37.90,,,
2021-01-15 00:00:00,Italy,Italy,IT,324.87,409.51,35.39,30.81,,,
2021-01-16 00:00:00,Italy,Italy,IT,275.17,349.03,47.10,41.13,,,
2021-01-17 00:00:00,Italy,Italy,IT,297.29,375.42,43.12,36.12,,,
2021-01-18 00:00:00,Italy,Italy,IT,313.51,397.04,37.54,32.91,,,
2021-01-19 00:00:00,Italy,Italy,IT,318.38,402.69,36.95,31.53,,,
2021-01-20 00:00:00,Italy,Italy,IT,303.55,384.70,39.43,33.29,,,
2021-01-21 00:00:00,Italy,Italy,IT,282.06,357.13,44.84,37.08,,,
2021-01-22 00:00:00,Italy,Italy,IT,256.80,325.11,50.74,42.74,,,
2021-01-23 00:00:00,Italy,Italy,IT,216.65,277.86,59.06,50.94,,,
