Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2022-01-01 00:00:00,Hungary,Hungary,HU,181.46,216.44,75.53,21.18,entsoe.eu
2022-01-02 00:00:00,Hungary,Hungary,HU,196.95,233.87,73.90,21.25,entsoe.eu
2022-01-03 00:00:00,Hungary,Hungary,HU,234.94,274.14,68.20,22.26,entsoe.eu
2022-01-04 00:00:00,Hungary,Hungary,HU,263.23,307.42,63.37,18.84,entsoe.eu
2022-01-05 00:00:00,Hungary,Hungary,HU,249.91,290.76,65.18,17.79,entsoe.eu
2022-01-06 00:00:00,Hungary,Hungary,HU,238.61,281.16,64.66,17.33,entsoe.eu
2022-01-07 00:00:00,Hungary,Hungary,HU,260.18,304.08,63.44,16.77,entsoe.eu
2022-01-08 00:00:00,Hungary,Hungary,HU,267.58,310.32,63.55,15.26,entsoe.eu
2022-01-09 00:00:00,Hungary,Hungary,HU,267.10,309.92,63.96,16.00,entsoe.eu
2022-01-10 00:00:00,Hungary,Hungary,HU,270.70,320.84,57.88,14.74,entsoe.eu
2022-01-11 00:00:00,Hungary,Hungary,HU,270.21,318.78,57.62,17.40,entsoe.eu
2022-01-12 00:00:00,Hungary,Hungary,HU,279.01,328.32,57.22,15.66,entsoe.eu
2022-01-13 00:00:00,Hungary,Hungary,HU,296.50,347.09,56.54,14.86,entsoe.eu
2022-01-14 00:00:00,Hungary,Hungary,HU,273.03,321.45,59.32,19.11,entsoe.eu
2022-01-15 00:00:00,Hungary,Hungary,HU,263.02,309.49,60.71,14.52,entsoe.eu
2022-01-16 00:00:00,Hungary,Hungary,HU,277.11,323.50,60.80,15.02,entsoe.eu
2022-01-17 00:00:00,Hungary,Hungary,HU,277.10,325.56,59.16,18.27,entsoe.eu
2022-01-18 00:00:00,Hungary,Hungary,HU,276.59,325.83,58.38,16.99,entsoe.eu
2022-01-19 00:00:00,Hungary,Hungary,HU,299.13,350.73,56.32,15.78,entsoe.eu
2022-01-20 00:00:00,Hungary,Hungary,HU,291.26,341.01,57.41,17.16,entsoe.eu
2022-01-21 00:00:00,Hungary,Hungary,HU,284.00,332.91,58.22,19.51,entsoe.eu
2022-01-22 00:00:00,Hungary,Hungary,HU,285.71,335.17,58.35,17.66,entsoe.eu
2022-01-23 00:00:00,Hungary,Hungary,HU,287.05,336.40,57.44,12.71,entsoe.eu
2022-01-24 00:00:00,Hungary,Hungary,HU,289.31,340.04,56.16,13.44,entsoe.eu
2022-01-25 00:00:00,Hungary,Hungary,HU,306.01,359.40,54.05,14.46,entsoe.eu
2022-01-26 00:00:00,Hungary,Hungary,HU,311.42,364.76,54.49,15.64,entsoe.eu
2022-01-27 00:00:00,Hungary,Hungary,HU,291.30,341.93,57.40,18.12,entsoe.eu
2022-01-28 00:00:00,Hungary,Hungary,HU,263.46,311.54,60.67,22.03,entsoe.eu
2022-01-29 00:00:00,Hungary,Hungary,HU,262.18,308.46,62.43,20.13,entsoe.eu
2022-01-30 00:00:00,Hungary,Hungary,HU,235.28,276.54,67.15,24.13,entsoe.eu
2022-01-31 00:00:00,Hungary,Hungary,HU,283.59,333.76,57.63,16.39,entsoe.eu
2022-02-01 00:00:00,Hungary,Hungary,HU,285.67,337.88,57.07,19.26,entsoe.eu
2022-02-02 00:00:00,Hungary,Hungary,HU,292.76,348.73,54.77,23.13,entsoe.eu
2022-02-03 00:00:00,Hungary,Hungary,HU,301.80,356.98,54.23,19.03,entsoe.eu
2022-02-04 00:00:00,Hungary,Hungary,HU,313.09,368.30,53.50,18.33,entsoe.eu
2022-02-05 00:00:00,Hungary,Hungary,HU,269.12,317.03,61.14,24.32,entsoe.eu
2022-02-06 00:00:00,Hungary,Hungary,HU,264.92,310.75,62.15,22.38,entsoe.eu
2022-02-07 00:00:00,Hungary,Hungary,HU,271.80,321.65,58.50,23.39,entsoe.eu
2022-02-08 00:00:00,Hungary,Hungary,HU,276.99,326.83,59.35,23.09,entsoe.eu
2022-02-09 00:00:00,Hungary,Hungary,HU,297.90,350.73,56.53,20.90,entsoe.eu
2022-02-10 00:00:00,Hungary,Hungary,HU,331.25,388.34,51.04,20.10,entsoe.eu
2022-02-11 00:00:00,Hungary,Hungary,HU,322.95,379.82,51.45,22.19,entsoe.eu
2022-02-12 00:00:00,Hungary,Hungary,HU,300.04,352.73,56.52,22.93,entsoe.eu
2022-02-13 00:00:00,Hungary,Hungary,HU,268.66,316.61,61.57,25.12,entsoe.eu
2022-02-14 00:00:00,Hungary,Hungary,HU,290.96,342.49,57.03,22.42,entsoe.eu
2022-02-15 00:00:00,Hungary,Hungary,HU,307.77,360.36,54.83,17.92,entsoe.eu
2022-02-16 00:00:00,Hungary,Hungary,HU,285.44,334.67,59.04,22.65,entsoe.eu
2022-02-17 00:00:00,Hungary,Hungary,HU,253.08,296.13,64.14,26.52,entsoe.eu
2022-02-18 00:00:00,Hungary,Hungary,HU,274.82,321.93,60.30,23.08,entsoe.eu
2022-02-19 00:00:00,Hungary,Hungary,HU,260.72,304.31,64.24,25.51,entsoe.eu
2022-02-20 00:00:00,Hungary,Hungary,HU,256.93,301.24,64.53,25.39,entsoe.eu
2022-02-21 00:00:00,Hungary,Hungary,HU,292.70,342.11,57.02,18.57,entsoe.eu
2022-02-22 00:00:00,Hungary,Hungary,HU,281.74,330.37,59.20,22.72,entsoe.eu
2022-02-23 00:00:00,Hungary,Hungary,HU,298.50,346.89,58.33,21.84,entsoe.eu
2022-02-24 00:00:00,Hungary,Hungary,HU,283.25,329.33,61.58,24.26,entsoe.eu
2022-02-25 00:00:00,Hungary,Hungary,HU,296.21,343.76,60.00,22.64,entsoe.eu
2022-02-26 00:00:00,Hungary,Hungary,HU,276.84,323.41,62.65,19.67,entsoe.eu
2022-02-27 00:00:00,Hungary,Hungary,HU,271.62,316.28,63.46,17.81,entsoe.eu
2022-02-28 00:00:00,Hungary,Hungary,HU,290.32,338.04,59.38,19.44,entsoe.eu
2022-03-01 00:00:00,Hungary,Hungary,HU,293.88,344.40,58.26,19.70,entsoe.eu
2022-03-02 00:00:00,Hungary,Hungary,HU,286.52,337.56,58.33,19.82,entsoe.eu
2022-03-03 00:00:00,Hungary,Hungary,HU,304.85,357.99,56.16,19.91,entsoe.eu
2022-03-04 00:00:00,Hungary,Hungary,HU,302.70,356.85,55.36,19.69,entsoe.eu
2022-03-05 00:00:00,Hungary,Hungary,HU,305.15,358.09,56.79,14.11,entsoe.eu
2022-03-06 00:00:00,Hungary,Hungary,HU,269.23,319.11,60.92,15.31,entsoe.eu
2022-03-07 00:00:00,Hungary,Hungary,HU,279.03,329.40,60.44,19.42,entsoe.eu
2022-03-08 00:00:00,Hungary,Hungary,HU,284.25,332.03,60.98,17.89,entsoe.eu
2022-03-09 00:00:00,Hungary,Hungary,HU,287.10,333.34,61.22,17.12,entsoe.eu
2022-03-10 00:00:00,Hungary,Hungary,HU,274.64,319.71,63.15,19.23,entsoe.eu
2022-03-11 00:00:00,Hungary,Hungary,HU,274.50,320.59,62.97,20.67,entsoe.eu
2022-03-12 00:00:00,Hungary,Hungary,HU,264.33,309.67,64.69,21.76,entsoe.eu
2022-03-13 00:00:00,Hungary,Hungary,HU,256.60,302.12,65.31,23.26,entsoe.eu
2022-03-14 00:00:00,Hungary,Hungary,HU,272.99,319.26,63.49,21.60,entsoe.eu
2022-03-15 00:00:00,Hungary,Hungary,HU,270.64,318.05,62.71,19.03,entsoe.eu
2022-03-16 00:00:00,Hungary,Hungary,HU,287.77,334.90,61.13,18.06,entsoe.eu
2022-03-17 00:00:00,Hungary,Hungary,HU,284.87,330.26,61.40,17.31,entsoe.eu
2022-03-18 00:00:00,Hungary,Hungary,HU,286.55,330.10,61.64,16.07,entsoe.eu
2022-03-19 00:00:00,Hungary,Hungary,HU,251.16,292.75,66.71,20.15,entsoe.eu
2022-03-20 00:00:00,Hungary,Hungary,HU,234.25,274.76,68.59,21.99,entsoe.eu
2022-03-21 00:00:00,Hungary,Hungary,HU,273.57,321.03,61.65,17.84,entsoe.eu
2022-03-22 00:00:00,Hungary,Hungary,HU,241.24,287.45,64.00,17.11,entsoe.eu
2022-03-23 00:00:00,Hungary,Hungary,HU,267.49,312.95,61.71,16.96,entsoe.eu
