DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ireland,2016,1583.011,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ireland,2017,1794.910,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ireland,2018,1649.249,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ireland,2019,1535.039,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ireland,2020,1912.966,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ireland,2021,863.122,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ireland,2022,1329.731,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ireland,2023,446.418,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Iceland,2014,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Iceland,2015,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Iceland,2016,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Iceland,2017,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Iceland,2018,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Iceland,2019,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Iceland,2020,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Iceland,2021,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Italy,2014,3031.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Italy,2015,4471.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Italy,2016,6154.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Italy,2017,5134.231,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Italy,2018,3271.415,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Italy,2019,5833.707,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Italy,2020,7589.555,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Italy,2021,3781.887,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Italy,2022,4404.235,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Italy,2023,3320.491,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Liechtenstein,2014,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Liechtenstein,2015,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Liechtenstein,2016,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Liechtenstein,2017,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Liechtenstein,2018,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Liechtenstein,2019,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Liechtenstein,2020,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Liechtenstein,2021,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Liechtenstein,2022,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Liechtenstein,2023,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2014,898.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2015,730.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2016,2831.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2017,3249.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2018,3215.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2019,3924.300,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2020,4104.900,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2021,3435.200,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2022,4366.300,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Lithuania,2023,3980.100,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2014,2067.391,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2015,1919.441,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2016,1419.691,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2017,1388.648,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2018,1391.676,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2019,938.722,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2020,1078.612,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2021,1037.138,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2022,1169.844,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Luxembourg,2023,1187.728,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2014,3023.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2015,3425.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2016,3795.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2017,4137.077,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2018,4264.801,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2019,3492.683,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2020,2547.730,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2021,2893.735,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2022,2996.705,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Latvia,2023,3271.038,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Moldova,2014,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Moldova,2015,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Moldova,2016,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Moldova,2017,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Moldova,2018,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Moldova,2019,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Moldova,2020,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Moldova,2021,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Moldova,2022,94.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Moldova,2023,340.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Montenegro,2014,642.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Montenegro,2015,517.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Montenegro,2016,906.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Montenegro,2017,416.700,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Montenegro,2018,976.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Montenegro,2019,942.900,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Montenegro,2020,5864.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Montenegro,2021,5489.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Montenegro,2022,5486.700,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Montenegro,2023,6287.800,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,North Macedonia,2014,113.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,North Macedonia,2015,143.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,North Macedonia,2016,159.853,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,North Macedonia,2017,311.026,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,North Macedonia,2018,377.423,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,North Macedonia,2019,5054.003,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,North Macedonia,2020,4407.793,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,North Macedonia,2021,4929.596,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,North Macedonia,2022,5661.924,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,North Macedonia,2023,7081.362,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2014,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2015,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2016,0.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2017,35.695,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2018,10.549,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2019,20.451,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2020,4.233,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2021,35.887,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2022,6.853,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Malta,2023,26.226,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Netherlands,2014,18128.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Netherlands,2015,22011.878,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Netherlands,2016,19343.254,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Netherlands,2017,18951.503,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Netherlands,2018,18784.664,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Netherlands,2019,19547.620,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Netherlands,2020,22432.831,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Netherlands,2021,20632.446,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Netherlands,2022,22810.846,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Netherlands,2023,25206.139,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Norway,2014,21932.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Norway,2015,22016.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Norway,2016,22151.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Norway,2017,21276.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Norway,2018,18488.902,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Norway,2019,12309.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Norway,2020,24968.265,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Norway,2021,25818.888,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Norway,2022,25791.580,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Norway,2023,30977.995,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Poland,2014,11342.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Poland,2015,14793.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Poland,2016,12018.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Poland,2017,10984.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Poland,2018,8121.301,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Poland,2019,7245.352,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Poland,2020,7357.075,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Poland,2021,14212.064,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Poland,2022,16914.939,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Poland,2023,11402.840,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Portugal,2014,6344.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Portugal,2015,5811.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Portugal,2016,9701.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Portugal,2017,8189.704,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Portugal,2018,8324.536,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Portugal,2019,4700.037,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Portugal,2020,6096.853,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Portugal,2021,4791.433,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Portugal,2022,3061.270,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Portugal,2023,3422.757,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Romania,2014,9937.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Romania,2015,11220.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Romania,2016,9194.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Romania,2017,7735.380,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Romania,2018,6241.025,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Romania,2019,3974.614,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Romania,2020,5459.332,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Romania,2021,6498.640,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Romania,2022,7429.496,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Romania,2023,13105.966,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Serbia,2014,5445.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Serbia,2015,7221.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Serbia,2016,6990.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Serbia,2017,5724.139,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Serbia,2018,6283.513,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Serbia,2019,5340.968,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Serbia,2020,5674.743,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Serbia,2021,6333.095,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Serbia,2022,5696.038,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Serbia,2023,7351.241,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Sweden,2014,29475.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Sweden,2015,31894.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Sweden,2016,26022.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Sweden,2017,30888.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Sweden,2018,29425.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Sweden,2019,35231.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Sweden,2020,36824.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Sweden,2021,33909.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Sweden,2022,39400.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Sweden,2023,35822.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovenia,2014,9997.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovenia,2015,9093.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovenia,2016,9535.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovenia,2017,9648.192,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovenia,2018,9432.402,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovenia,2019,9339.829,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovenia,2020,9123.056,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovenia,2021,8657.572,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovenia,2022,8752.326,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovenia,2023,10619.838,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovakia,2014,11862.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovakia,2015,12611.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovakia,2016,10598.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovakia,2017,12535.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovakia,2018,8746.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovakia,2019,11838.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovakia,2020,12970.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovakia,2021,13110.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovakia,2022,15331.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Slovakia,2023,14071.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Türkiye,2014,2696.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Türkiye,2015,3195.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Türkiye,2016,1452.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Türkiye,2017,3303.673,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Türkiye,2018,3111.877,,
