DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Türkiye,2019,2788.667,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Türkiye,2020,2483.643,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Türkiye,2021,4186.383,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Türkiye,2022,3712.963,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Türkiye,2023,2075.778,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ukraine,2014,8523.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ukraine,2015,3591.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ukraine,2016,3830.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ukraine,2017,5226.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ukraine,2018,6099.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ukraine,2019,6282.900,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ukraine,2020,5139.800,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Ukraine,2021,3497.400,p,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,United Kingdom,2014,2723.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,United Kingdom,2015,1855.313,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,United Kingdom,2016,2272.867,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,United Kingdom,2017,3407.050,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,United Kingdom,2018,2224.764,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,United Kingdom,2019,3385.117,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Kosovo*,2014,475.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Kosovo*,2015,553.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Kosovo*,2016,1064.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Kosovo*,2017,879.910,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Kosovo*,2018,676.815,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Kosovo*,2019,904.989,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Kosovo*,2020,1283.206,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Kosovo*,2021,2649.271,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Kosovo*,2022,3138.843,p,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Exports,Electricity,Gigawatt-hour,Kosovo*,2023,2442.319,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Albania,2014,6672.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Albania,2015,6015.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Albania,2016,5674.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Albania,2017,6135.186,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Albania,2018,6480.824,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Albania,2019,6530.243,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Albania,2020,6656.144,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Albania,2021,7031.386,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Albania,2022,6936.788,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Albania,2023,6847.326,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Austria,2014,62563.846,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Austria,2015,63553.966,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Austria,2016,64527.283,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Austria,2017,65569.868,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Austria,2018,65855.941,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Austria,2019,66027.933,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Austria,2020,63744.026,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Austria,2021,66871.968,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Austria,2022,65964.738,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Austria,2023,63983.810,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bosnia and Herzegovina,2014,11014.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bosnia and Herzegovina,2015,11115.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bosnia and Herzegovina,2016,11494.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bosnia and Herzegovina,2017,11772.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bosnia and Herzegovina,2018,11820.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bosnia and Herzegovina,2019,11301.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bosnia and Herzegovina,2020,10240.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bosnia and Herzegovina,2021,11148.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bosnia and Herzegovina,2022,10891.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bosnia and Herzegovina,2023,10610.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Belgium,2014,82030.500,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Belgium,2015,82574.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Belgium,2016,82841.100,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Belgium,2017,82926.700,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Belgium,2018,83445.300,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Belgium,2019,82518.700,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Belgium,2020,79722.300,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Belgium,2021,81544.600,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Belgium,2022,77777.600,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Belgium,2023,75598.800,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bulgaria,2014,28887.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bulgaria,2015,29625.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bulgaria,2016,30313.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bulgaria,2017,31399.565,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bulgaria,2018,31333.860,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bulgaria,2019,31696.470,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bulgaria,2020,29824.507,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bulgaria,2021,32088.802,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bulgaria,2022,32027.821,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Bulgaria,2023,31533.776,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Cyprus,2014,3972.429,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Cyprus,2015,4098.429,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Cyprus,2016,4404.429,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Cyprus,2017,4546.698,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Cyprus,2018,4670.496,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Cyprus,2019,4730.498,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Cyprus,2020,4384.197,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Cyprus,2021,4656.271,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Cyprus,2022,4864.899,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Cyprus,2023,4907.029,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Czechia,2014,55086.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Czechia,2015,56385.417,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Czechia,2016,57630.268,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Czechia,2017,59132.618,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Czechia,2018,59845.250,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Czechia,2019,60034.242,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Czechia,2020,58569.456,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Czechia,2021,61311.217,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Czechia,2022,59231.401,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Czechia,2023,56850.161,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Germany,2014,524826.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Germany,2015,528350.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Germany,2016,530551.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Germany,2017,531318.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Germany,2018,521809.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Germany,2019,507543.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Germany,2020,492821.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Germany,2021,510100.500,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Germany,2022,487539.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Germany,2023,463306.667,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Denmark,2014,31569.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Denmark,2015,31749.542,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Denmark,2016,32043.793,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Denmark,2017,32296.851,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Denmark,2018,31881.940,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Denmark,2019,32174.488,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Denmark,2020,31432.165,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Denmark,2021,33452.128,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Denmark,2022,32135.751,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Denmark,2023,31673.811,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Euro area – 20 countries (from 2023),2014,2026350.732,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Euro area – 20 countries (from 2023),2015,2058107.337,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Euro area – 20 countries (from 2023),2016,2078875.782,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Euro area – 20 countries (from 2023),2017,2095053.910,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Euro area – 20 countries (from 2023),2018,2088576.211,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Euro area – 20 countries (from 2023),2019,2061422.202,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Euro area – 20 countries (from 2023),2020,1973532.158,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Euro area – 20 countries (from 2023),2021,2058392.817,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Euro area – 20 countries (from 2023),2022,1993320.424,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Euro area – 20 countries (from 2023),2023,1927966.754,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Estonia,2014,7417.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Estonia,2015,7440.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Estonia,2016,7824.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Estonia,2017,7735.492,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Estonia,2018,7985.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Estonia,2019,7786.940,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Estonia,2020,7540.060,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Estonia,2021,8134.585,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Estonia,2022,7307.760,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Estonia,2023,6249.147,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Greece,2014,51185.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Greece,2015,52445.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Greece,2016,55034.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Greece,2017,55614.427,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Greece,2018,51096.150,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Greece,2019,51735.304,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Greece,2020,48847.365,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Greece,2021,50554.438,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Greece,2022,49475.133,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Greece,2023,47304.522,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Spain,2014,233306.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Spain,2015,238545.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Spain,2016,239821.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Spain,2017,246542.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Spain,2018,245769.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Spain,2019,242165.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Spain,2020,227172.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Spain,2021,235025.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Spain,2022,231847.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Spain,2023,229771.260,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,European Union - 27 countries (from 2020),2014,2484948.205,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,European Union - 27 countries (from 2020),2015,2526831.916,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,European Union - 27 countries (from 2020),2016,2558643.343,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,European Union - 27 countries (from 2020),2017,2583274.517,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,European Union - 27 countries (from 2020),2018,2583971.265,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,European Union - 27 countries (from 2020),2019,2555687.468,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,European Union - 27 countries (from 2020),2020,2456581.034,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,European Union - 27 countries (from 2020),2021,2565560.299,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,European Union - 27 countries (from 2020),2022,2482957.163,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,European Union - 27 countries (from 2020),2023,2403617.564,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Finland,2014,80435.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Finland,2015,79686.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Finland,2016,82180.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Finland,2017,82275.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Finland,2018,84021.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Finland,2019,82640.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Finland,2020,78141.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Finland,2021,83301.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Finland,2022,78217.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Finland,2023,75521.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,France,2014,433508.860,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,France,2015,442992.841,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,France,2016,451286.687,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,France,2017,447460.200,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,France,2018,445771.500,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,France,2019,440450.427,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,France,2020,420355.862,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,France,2021,441930.096,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,France,2022,424944.460,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,France,2023,407956.625,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Georgia,2014,9803.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Georgia,2015,9920.000,,
ESTAT:NRG_CB_E(1.0),24/04/25 23:00:00,Annual,Final consumption,Electricity,Gigawatt-hour,Georgia,2016,10501.000,,
