Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2022-01-01 00:00:00,Italy,Italy,IT,249.55,315.54,56.00,43.90,,,
2022-01-02 00:00:00,Italy,Italy,IT,256.15,325.08,53.45,41.95,,,
2022-01-03 00:00:00,Italy,Italy,IT,285.76,360.00,46.59,37.52,,,
2022-01-04 00:00:00,Italy,Italy,IT,292.21,367.43,45.31,36.71,,,
2022-01-05 00:00:00,Italy,Italy,IT,275.13,346.59,48.27,41.27,,,
2022-01-06 00:00:00,Italy,Italy,IT,325.61,408.26,37.73,34.87,,,
2022-01-07 00:00:00,Italy,Italy,IT,295.28,372.81,42.99,36.21,,,
2022-01-08 00:00:00,Italy,Italy,IT,287.47,362.42,45.94,37.63,,,
2022-01-09 00:00:00,Italy,Italy,IT,278.31,350.51,47.93,39.28,,,
2022-01-10 00:00:00,Italy,Italy,IT,306.97,389.81,37.36,32.81,,,
2022-01-11 00:00:00,Italy,Italy,IT,306.84,389.54,37.44,34.24,,,
2022-01-12 00:00:00,Italy,Italy,IT,323.48,409.45,34.33,31.27,,,
2022-01-13 00:00:00,Italy,Italy,IT,328.12,414.13,34.08,31.33,,,
2022-01-14 00:00:00,Italy,Italy,IT,342.08,431.04,31.18,29.14,,,
2022-01-15 00:00:00,Italy,Italy,IT,334.53,420.81,34.92,31.45,,,
2022-01-16 00:00:00,Italy,Italy,IT,352.09,440.20,33.41,29.76,,,
2022-01-17 00:00:00,Italy,Italy,IT,371.19,465.13,27.05,25.60,,,
2022-01-18 00:00:00,Italy,Italy,IT,386.20,483.16,24.14,21.79,,,
2022-01-19 00:00:00,Italy,Italy,IT,380.69,476.81,24.81,21.67,,,
2022-01-20 00:00:00,Italy,Italy,IT,362.32,453.44,28.78,24.64,,,
2022-01-21 00:00:00,Italy,Italy,IT,367.34,459.97,27.67,24.88,,,
2022-01-22 00:00:00,Italy,Italy,IT,354.70,444.25,31.66,28.10,,,
2022-01-23 00:00:00,Italy,Italy,IT,344.00,428.74,35.86,32.99,,,
2022-01-24 00:00:00,Italy,Italy,IT,353.73,443.51,29.99,28.49,,,
2022-01-25 00:00:00,Italy,Italy,IT,362.35,455.19,27.86,26.35,,,
2022-01-26 00:00:00,Italy,Italy,IT,356.55,448.28,29.25,26.00,,,
2022-01-27 00:00:00,Italy,Italy,IT,363.62,458.04,26.81,23.22,,,
2022-01-28 00:00:00,Italy,Italy,IT,326.93,412.43,35.21,31.06,,,
2022-01-29 00:00:00,Italy,Italy,IT,279.92,354.79,46.10,40.97,,,
2022-01-30 00:00:00,Italy,Italy,IT,307.11,386.25,42.03,38.73,,,
2022-01-31 00:00:00,Italy,Italy,IT,325.82,410.87,35.36,31.50,,,
2022-02-01 00:00:00,Italy,Italy,IT,300.41,379.76,40.47,37.21,,,
2022-02-02 00:00:00,Italy,Italy,IT,330.44,417.29,33.67,29.97,,,
2022-02-03 00:00:00,Italy,Italy,IT,344.84,433.62,31.88,27.43,,,
2022-02-04 00:00:00,Italy,Italy,IT,339.02,425.85,33.20,28.21,,,
2022-02-05 00:00:00,Italy,Italy,IT,337.33,423.49,34.81,28.33,,,
2022-02-06 00:00:00,Italy,Italy,IT,310.46,389.12,42.19,34.95,,,
2022-02-07 00:00:00,Italy,Italy,IT,280.48,355.64,44.64,39.24,,,
2022-02-08 00:00:00,Italy,Italy,IT,300.71,378.50,41.85,36.78,,,
2022-02-09 00:00:00,Italy,Italy,IT,349.34,436.54,32.74,27.41,,,
2022-02-10 00:00:00,Italy,Italy,IT,368.73,458.66,30.32,25.18,,,
2022-02-11 00:00:00,Italy,Italy,IT,369.41,460.15,29.45,24.08,,,
2022-02-12 00:00:00,Italy,Italy,IT,357.85,444.06,34.47,29.02,,,
2022-02-13 00:00:00,Italy,Italy,IT,338.54,419.11,40.26,32.90,,,
2022-02-14 00:00:00,Italy,Italy,IT,353.48,439.21,33.70,28.18,,,
2022-02-15 00:00:00,Italy,Italy,IT,335.48,417.65,37.26,31.11,,,
2022-02-16 00:00:00,Italy,Italy,IT,345.08,430.98,34.72,29.55,,,
2022-02-17 00:00:00,Italy,Italy,IT,324.97,406.86,38.29,32.05,,,
2022-02-18 00:00:00,Italy,Italy,IT,337.77,419.45,37.78,30.99,,,
2022-02-19 00:00:00,Italy,Italy,IT,321.18,396.41,43.91,36.18,,,
2022-02-20 00:00:00,Italy,Italy,IT,309.99,382.23,47.81,39.60,,,
2022-02-21 00:00:00,Italy,Italy,IT,306.82,382.65,43.44,38.11,,,
2022-02-22 00:00:00,Italy,Italy,IT,292.80,364.86,46.91,41.43,,,
2022-02-23 00:00:00,Italy,Italy,IT,303.75,377.17,45.62,39.87,,,
2022-02-24 00:00:00,Italy,Italy,IT,348.48,430.40,37.11,31.28,,,
2022-02-25 00:00:00,Italy,Italy,IT,335.86,413.70,40.97,33.54,,,
2022-02-26 00:00:00,Italy,Italy,IT,315.40,383.72,49.42,40.91,,,
2022-02-27 00:00:00,Italy,Italy,IT,291.05,358.06,52.27,45.93,,,
2022-02-28 00:00:00,Italy,Italy,IT,342.80,424.07,37.75,33.79,,,
2022-03-01 00:00:00,Italy,Italy,IT,335.20,417.18,37.53,33.50,,,
2022-03-02 00:00:00,Italy,Italy,IT,346.61,432.33,34.40,29.82,,,
2022-03-03 00:00:00,Italy,Italy,IT,361.96,449.17,33.43,27.25,,,
2022-03-04 00:00:00,Italy,Italy,IT,372.90,462.09,31.64,25.96,,,
2022-03-05 00:00:00,Italy,Italy,IT,302.36,374.81,48.26,41.00,,,
2022-03-06 00:00:00,Italy,Italy,IT,324.70,400.31,45.68,40.43,,,
2022-03-07 00:00:00,Italy,Italy,IT,353.43,439.58,35.02,30.08,,,
2022-03-08 00:00:00,Italy,Italy,IT,326.96,409.78,39.06,34.47,,,
2022-03-09 00:00:00,Italy,Italy,IT,315.04,395.31,41.03,36.05,,,
2022-03-10 00:00:00,Italy,Italy,IT,328.22,410.80,38.76,33.54,,,
2022-03-11 00:00:00,Italy,Italy,IT,356.17,448.27,30.09,25.11,,,
2022-03-12 00:00:00,Italy,Italy,IT,333.22,417.21,36.80,31.63,,,
2022-03-13 00:00:00,Italy,Italy,IT,329.68,411.47,39.44,34.21,,,
2022-03-14 00:00:00,Italy,Italy,IT,349.88,440.29,30.78,25.97,,,
2022-03-15 00:00:00,Italy,Italy,IT,349.96,442.18,29.39,24.58,,,
2022-03-16 00:00:00,Italy,Italy,IT,357.69,448.37,30.09,24.86,,,
2022-03-17 00:00:00,Italy,Italy,IT,355.08,441.93,32.72,27.40,,,
2022-03-18 00:00:00,Italy,Italy,IT,342.10,424.85,36.57,31.49,,,
2022-03-19 00:00:00,Italy,Italy,IT,316.67,392.22,44.04,38.29,,,
2022-03-20 00:00:00,Italy,Italy,IT,324.65,402.51,42.55,36.11,,,
2022-03-21 00:00:00,Italy,Italy,IT,344.05,428.37,35.69,31.10,,,
2022-03-22 00:00:00,Italy,Italy,IT,339.51,422.35,36.93,32.43,,,
2022-03-23 00:00:00,Italy,Italy,IT,342.97,428.45,35.11,31.60,,,
2022-03-24 00:00:00,Italy,Italy,IT,365.77,453.96,31.95,28.20,,,
2022-03-25 00:00:00,Italy,Italy,IT,363.17,448.34,34.23,28.98,,,
2022-03-26 00:00:00,Italy,Italy,IT,335.04,413.18,41.56,35.59,,,
2022-03-27 00:00:00,Italy,Italy,IT,325.53,398.83,45.77,39.46,,,
2022-03-28 00:00:00,Italy,Italy,IT,370.83,460.06,30.48,26.27,,,
2022-03-29 00:00:00,Italy,Italy,IT,378.03,469.71,27.96,25.06,,,
2022-03-30 00:00:00,Italy,Italy,IT,365.50,452.51,31.41,27.83,,,
2022-03-31 00:00:00,Italy,Italy,IT,337.91,420.14,36.33,33.54,,,
2022-04-01 00:00:00,Italy,Italy,IT,310.99,388.56,41.02,38.88,,,
2022-04-02 00:00:00,Italy,Italy,IT,286.90,356.46,49.00,46.40,,,
2022-04-03 00:00:00,Italy,Italy,IT,337.81,418.35,39.10,37.14,,,
2022-04-04 00:00:00,Italy,Italy,IT,373.83,466.75,26.96,24.53,,,
2022-04-05 00:00:00,Italy,Italy,IT,372.40,465.09,27.64,26.16,,,
2022-04-06 00:00:00,Italy,Italy,IT,359.42,448.31,30.64,27.12,,,
2022-04-07 00:00:00,Italy,Italy,IT,281.26,352.38,47.92,42.31,,,
2022-04-08 00:00:00,Italy,Italy,IT,257.92,325.57,51.66,44.82,,,
2022-04-09 00:00:00,Italy,Italy,IT,252.45,317.37,54.65,49.59,,,
2022-04-10 00:00:00,Italy,Italy,IT,258.46,322.35,56.10,52.20,,,
2022-04-11 00:00:00,Italy,Italy,IT,322.67,399.78,42.46,36.11,,,
2022-04-12 00:00:00,Italy,Italy,IT,340.27,421.96,38.57,32.05,,,
2022-04-13 00:00:00,Italy,Italy,IT,326.50,403.90,42.36,34.84,,,
2022-04-14 00:00:00,Italy,Italy,IT,316.41,391.08,44.89,36.83,,,
2022-04-15 00:00:00,Italy,Italy,IT,312.13,385.67,45.85,37.39,,,
2022-04-16 00:00:00,Italy,Italy,IT,219.73,282.02,59.33,49.45,,,
2022-04-17 00:00:00,Italy,Italy,IT,190.51,247.52,64.81,60.60,,,
2022-04-18 00:00:00,Italy,Italy,IT,216.19,278.50,59.87,54.67,,,
2022-04-19 00:00:00,Italy,Italy,IT,281.55,353.43,48.33,39.75,,,
2022-04-20 00:00:00,Italy,Italy,IT,298.68,374.46,44.03,35.59,,,
2022-04-21 00:00:00,Italy,Italy,IT,300.07,374.71,43.94,34.99,,,
2022-04-22 00:00:00,Italy,Italy,IT,270.54,340.25,49.58,40.85,,,
2022-04-23 00:00:00,Italy,Italy,IT,250.51,316.79,54.41,45.41,,,
2022-04-24 00:00:00,Italy,Italy,IT,216.26,277.13,60.14,53.25,,,
2022-04-25 00:00:00,Italy,Italy,IT,260.44,334.35,48.46,45.25,,,
2022-04-26 00:00:00,Italy,Italy,IT,292.88,371.70,42.15,35.11,,,
2022-04-27 00:00:00,Italy,Italy,IT,269.45,346.33,45.22,37.64,,,
2022-04-28 00:00:00,Italy,Italy,IT,232.80,298.76,55.09,48.01,,,
2022-04-29 00:00:00,Italy,Italy,IT,248.35,314.40,54.39,46.84,,,
2022-04-30 00:00:00,Italy,Italy,IT,251.35,318.12,54.77,44.92,,,
2022-05-01 00:00:00,Italy,Italy,IT,270.75,338.49,53.62,43.47,,,
2022-05-02 00:00:00,Italy,Italy,IT,330.01,409.26,40.82,34.43,,,
2022-05-03 00:00:00,Italy,Italy,IT,355.63,439.89,36.38,31.04,,,
2022-05-04 00:00:00,Italy,Italy,IT,360.06,444.48,36.39,30.31,,,
2022-05-05 00:00:00,Italy,Italy,IT,334.25,412.92,40.65,34.55,,,
2022-05-06 00:00:00,Italy,Italy,IT,305.60,380.83,44.22,37.60,,,
2022-05-07 00:00:00,Italy,Italy,IT,234.85,297.29,58.63,48.61,,,
2022-05-08 00:00:00,Italy,Italy,IT,236.11,300.83,57.79,47.24,,,
2022-05-09 00:00:00,Italy,Italy,IT,282.15,356.33,47.86,40.82,,,
2022-05-10 00:00:00,Italy,Italy,IT,269.11,340.91,50.01,42.40,,,
2022-05-11 00:00:00,Italy,Italy,IT,270.19,341.89,49.93,42.00,,,
2022-05-12 00:00:00,Italy,Italy,IT,265.12,336.21,50.75,42.99,,,
2022-05-13 00:00:00,Italy,Italy,IT,263.45,332.77,52.08,44.81,,,
2022-05-14 00:00:00,Italy,Italy,IT,219.88,282.89,59.79,52.10,,,
2022-05-15 00:00:00,Italy,Italy,IT,219.34,282.19,59.58,51.69,,,
2022-05-16 00:00:00,Italy,Italy,IT,268.08,338.63,49.97,43.59,,,
2022-05-17 00:00:00,Italy,Italy,IT,282.19,354.45,47.86,42.09,,,
2022-05-18 00:00:00,Italy,Italy,IT,250.32,315.33,54.34,49.01,,,
2022-05-19 00:00:00,Italy,Italy,IT,254.21,319.34,54.03,47.94,,,
2022-05-20 00:00:00,Italy,Italy,IT,258.57,325.06,53.04,46.83,,,
2022-05-21 00:00:00,Italy,Italy,IT,218.40,276.50,62.17,56.30,,,
2022-05-22 00:00:00,Italy,Italy,IT,218.58,276.45,62.87,55.38,,,
2022-05-23 00:00:00,Italy,Italy,IT,279.04,346.99,51.19,45.69,,,
2022-05-24 00:00:00,Italy,Italy,IT,279.84,351.00,48.55,43.73,,,
2022-05-25 00:00:00,Italy,Italy,IT,300.29,373.53,45.72,40.64,,,
2022-05-26 00:00:00,Italy,Italy,IT,301.24,374.29,46.24,41.37,,,
2022-05-27 00:00:00,Italy,Italy,IT,304.87,379.13,44.64,40.05,,,
2022-05-28 00:00:00,Italy,Italy,IT,269.63,337.08,52.72,47.32,,,
