Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,France,France,FR,34.73,54.51,92.00,16.85,opendata.reseaux-energies.fr
2021-01-02 00:00:00,France,France,FR,45.11,67.03,89.90,17.72,opendata.reseaux-energies.fr
2021-01-03 00:00:00,France,France,FR,48.58,70.63,90.07,17.40,opendata.reseaux-energies.fr
2021-01-04 00:00:00,France,France,FR,69.00,95.13,86.12,19.60,opendata.reseaux-energies.fr
2021-01-05 00:00:00,France,France,FR,80.11,107.98,84.49,21.10,opendata.reseaux-energies.fr
2021-01-06 00:00:00,France,France,FR,83.61,112.02,83.77,19.61,opendata.reseaux-energies.fr
2021-01-07 00:00:00,France,France,FR,88.07,117.00,83.26,20.21,opendata.reseaux-energies.fr
2021-01-08 00:00:00,France,France,FR,84.78,113.47,83.59,20.59,opendata.reseaux-energies.fr
2021-01-09 00:00:00,France,France,FR,79.94,107.63,84.44,19.10,opendata.reseaux-energies.fr
2021-01-10 00:00:00,France,France,FR,76.65,103.76,85.12,17.54,opendata.reseaux-energies.fr
2021-01-11 00:00:00,France,France,FR,73.82,100.14,85.40,22.63,opendata.reseaux-energies.fr
2021-01-12 00:00:00,France,France,FR,65.43,90.34,86.72,25.12,opendata.reseaux-energies.fr
2021-01-13 00:00:00,France,France,FR,63.28,87.86,86.91,23.65,opendata.reseaux-energies.fr
2021-01-14 00:00:00,France,France,FR,54.54,77.05,88.63,25.12,opendata.reseaux-energies.fr
2021-01-15 00:00:00,France,France,FR,59.86,82.86,88.07,24.57,opendata.reseaux-energies.fr
2021-01-16 00:00:00,France,France,FR,70.37,96.21,86.04,21.17,opendata.reseaux-energies.fr
2021-01-17 00:00:00,France,France,FR,55.53,78.91,88.29,19.28,opendata.reseaux-energies.fr
2021-01-18 00:00:00,France,France,FR,64.56,89.46,86.73,22.80,opendata.reseaux-energies.fr
2021-01-19 00:00:00,France,France,FR,49.67,71.82,89.62,28.70,opendata.reseaux-energies.fr
2021-01-20 00:00:00,France,France,FR,36.68,56.04,92.14,28.61,opendata.reseaux-energies.fr
2021-01-21 00:00:00,France,France,FR,27.70,45.55,93.78,29.22,opendata.reseaux-energies.fr
2021-01-22 00:00:00,France,France,FR,42.59,64.20,90.16,24.25,opendata.reseaux-energies.fr
2021-01-23 00:00:00,France,France,FR,28.08,45.76,93.73,25.27,opendata.reseaux-energies.fr
2021-01-24 00:00:00,France,France,FR,26.15,43.01,94.43,24.92,opendata.reseaux-energies.fr
2021-01-25 00:00:00,France,France,FR,54.33,77.12,88.60,25.79,opendata.reseaux-energies.fr
2021-01-26 00:00:00,France,France,FR,67.70,93.11,86.61,25.19,opendata.reseaux-energies.fr
2021-01-27 00:00:00,France,France,FR,54.49,77.81,88.22,24.21,opendata.reseaux-energies.fr
2021-01-28 00:00:00,France,France,FR,40.73,62.12,90.36,28.70,opendata.reseaux-energies.fr
2021-01-29 00:00:00,France,France,FR,19.63,36.25,95.10,32.57,opendata.reseaux-energies.fr
2021-01-30 00:00:00,France,France,FR,21.88,38.90,94.61,28.95,opendata.reseaux-energies.fr
2021-01-31 00:00:00,France,France,FR,21.33,38.31,94.70,25.46,opendata.reseaux-energies.fr
2021-02-01 00:00:00,France,France,FR,40.05,60.96,90.48,25.08,opendata.reseaux-energies.fr
2021-02-02 00:00:00,France,France,FR,28.82,47.77,92.77,28.84,opendata.reseaux-energies.fr
2021-02-03 00:00:00,France,France,FR,21.54,38.30,94.66,29.55,opendata.reseaux-energies.fr
2021-02-04 00:00:00,France,France,FR,38.60,59.47,90.58,22.06,opendata.reseaux-energies.fr
2021-02-05 00:00:00,France,France,FR,37.74,58.88,90.43,20.72,opendata.reseaux-energies.fr
2021-02-06 00:00:00,France,France,FR,21.39,38.28,94.70,24.21,opendata.reseaux-energies.fr
2021-02-07 00:00:00,France,France,FR,21.37,38.46,94.78,25.54,opendata.reseaux-energies.fr
2021-02-08 00:00:00,France,France,FR,55.41,80.00,87.92,23.97,opendata.reseaux-energies.fr
2021-02-09 00:00:00,France,France,FR,62.38,87.67,87.02,25.45,opendata.reseaux-energies.fr
2021-02-10 00:00:00,France,France,FR,57.80,81.85,87.64,27.80,opendata.reseaux-energies.fr
2021-02-11 00:00:00,France,France,FR,59.93,84.88,86.99,27.70,opendata.reseaux-energies.fr
2021-02-12 00:00:00,France,France,FR,53.08,77.15,87.81,29.34,opendata.reseaux-energies.fr
2021-02-13 00:00:00,France,France,FR,49.30,73.47,88.42,29.29,opendata.reseaux-energies.fr
2021-02-14 00:00:00,France,France,FR,38.51,59.89,91.31,30.38,opendata.reseaux-energies.fr
2021-02-15 00:00:00,France,France,FR,47.80,71.13,88.98,31.09,opendata.reseaux-energies.fr
2021-02-16 00:00:00,France,France,FR,47.64,71.24,88.84,29.67,opendata.reseaux-energies.fr
2021-02-17 00:00:00,France,France,FR,41.46,63.52,90.30,28.33,opendata.reseaux-energies.fr
2021-02-18 00:00:00,France,France,FR,41.69,63.57,90.33,29.56,opendata.reseaux-energies.fr
2021-02-19 00:00:00,France,France,FR,43.21,65.50,90.07,27.51,opendata.reseaux-energies.fr
2021-02-20 00:00:00,France,France,FR,23.56,41.24,94.83,32.88,opendata.reseaux-energies.fr
2021-02-21 00:00:00,France,France,FR,27.47,45.95,94.02,29.67,opendata.reseaux-energies.fr
2021-02-22 00:00:00,France,France,FR,44.13,66.47,89.77,25.75,opendata.reseaux-energies.fr
2021-02-23 00:00:00,France,France,FR,30.60,50.00,93.00,28.65,opendata.reseaux-energies.fr
2021-02-24 00:00:00,France,France,FR,26.46,44.76,94.20,28.24,opendata.reseaux-energies.fr
2021-02-25 00:00:00,France,France,FR,38.17,59.25,91.33,23.14,opendata.reseaux-energies.fr
2021-02-26 00:00:00,France,France,FR,44.38,67.30,89.55,23.27,opendata.reseaux-energies.fr
2021-02-27 00:00:00,France,France,FR,29.17,48.23,93.55,29.06,opendata.reseaux-energies.fr
2021-02-28 00:00:00,France,France,FR,30.92,50.68,93.20,29.19,opendata.reseaux-energies.fr
2021-03-01 00:00:00,France,France,FR,50.25,74.71,88.30,26.41,opendata.reseaux-energies.fr
2021-03-02 00:00:00,France,France,FR,58.83,85.00,86.47,23.60,opendata.reseaux-energies.fr
2021-03-03 00:00:00,France,France,FR,60.05,86.34,86.23,21.10,opendata.reseaux-energies.fr
2021-03-04 00:00:00,France,France,FR,54.34,79.73,87.09,21.04,opendata.reseaux-energies.fr
2021-03-05 00:00:00,France,France,FR,55.02,80.23,87.33,24.96,opendata.reseaux-energies.fr
2021-03-06 00:00:00,France,France,FR,38.14,58.61,92.17,25.06,opendata.reseaux-energies.fr
2021-03-07 00:00:00,France,France,FR,45.09,67.08,90.72,19.38,opendata.reseaux-energies.fr
2021-03-08 00:00:00,France,France,FR,55.90,80.27,87.78,22.48,opendata.reseaux-energies.fr
2021-03-09 00:00:00,France,France,FR,58.15,83.51,87.13,22.22,opendata.reseaux-energies.fr
2021-03-10 00:00:00,France,France,FR,41.14,63.68,89.94,26.63,opendata.reseaux-energies.fr
2021-03-11 00:00:00,France,France,FR,18.60,35.12,95.39,31.74,opendata.reseaux-energies.fr
2021-03-12 00:00:00,France,France,FR,19.51,36.28,95.28,30.70,opendata.reseaux-energies.fr
2021-03-13 00:00:00,France,France,FR,17.29,33.95,95.74,32.38,opendata.reseaux-energies.fr
2021-03-14 00:00:00,France,France,FR,19.29,35.99,95.43,28.24,opendata.reseaux-energies.fr
2021-03-15 00:00:00,France,France,FR,30.10,47.96,93.59,28.39,opendata.reseaux-energies.fr
2021-03-16 00:00:00,France,France,FR,44.60,66.67,89.80,24.19,opendata.reseaux-energies.fr
2021-03-17 00:00:00,France,France,FR,42.43,64.12,90.13,27.84,opendata.reseaux-energies.fr
2021-03-18 00:00:00,France,France,FR,46.01,68.34,89.51,24.80,opendata.reseaux-energies.fr
2021-03-19 00:00:00,France,France,FR,39.03,59.63,91.14,27.84,opendata.reseaux-energies.fr
2021-03-20 00:00:00,France,France,FR,43.13,65.46,90.26,24.05,opendata.reseaux-energies.fr
2021-03-21 00:00:00,France,France,FR,36.71,57.09,92.38,24.27,opendata.reseaux-energies.fr
2021-03-22 00:00:00,France,France,FR,50.02,73.27,89.09,22.35,opendata.reseaux-energies.fr
2021-03-23 00:00:00,France,France,FR,50.76,74.80,88.39,19.53,opendata.reseaux-energies.fr
2021-03-24 00:00:00,France,France,FR,47.42,71.05,88.83,18.80,opendata.reseaux-energies.fr
2021-03-25 00:00:00,France,France,FR,47.07,70.38,88.87,19.15,opendata.reseaux-energies.fr
2021-03-26 00:00:00,France,France,FR,30.36,49.95,92.52,24.30,opendata.reseaux-energies.fr
2021-03-27 00:00:00,France,France,FR,24.87,43.28,94.39,27.46,opendata.reseaux-energies.fr
2021-03-28 00:00:00,France,France,FR,26.63,46.46,93.76,23.66,opendata.reseaux-energies.fr
2021-03-29 00:00:00,France,France,FR,32.12,52.63,92.30,22.41,opendata.reseaux-energies.fr
2021-03-30 00:00:00,France,France,FR,39.01,61.01,90.39,20.30,opendata.reseaux-energies.fr
2021-03-31 00:00:00,France,France,FR,38.91,60.98,90.39,20.81,opendata.reseaux-energies.fr
2021-04-01 00:00:00,France,France,FR,21.20,38.62,94.86,24.38,opendata.reseaux-energies.fr
