Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2024-01-01 00:00:00,Slovakia,Slovakia,SK,101.70,125.50,87.32,26.43,entsoe.eu
2024-01-02 00:00:00,Slovakia,Slovakia,SK,125.79,150.02,84.69,28.58,entsoe.eu
2024-01-03 00:00:00,Slovakia,Slovakia,SK,130.58,154.92,84.23,29.42,entsoe.eu
2024-01-04 00:00:00,Slovakia,Slovakia,SK,119.50,145.59,82.67,28.53,entsoe.eu
2024-01-05 00:00:00,Slovakia,Slovakia,SK,130.38,158.90,80.86,27.22,entsoe.eu
2024-01-06 00:00:00,Slovakia,Slovakia,SK,79.26,103.09,87.59,27.65,entsoe.eu
2024-01-07 00:00:00,Slovakia,Slovakia,SK,86.34,108.84,86.90,28.02,entsoe.eu
2024-01-08 00:00:00,Slovakia,Slovakia,SK,123.32,151.76,80.86,26.88,entsoe.eu
2024-01-09 00:00:00,Slovakia,Slovakia,SK,147.67,179.77,78.14,24.92,entsoe.eu
2024-01-10 00:00:00,Slovakia,Slovakia,SK,197.07,232.92,73.06,22.28,entsoe.eu
2024-01-11 00:00:00,Slovakia,Slovakia,SK,233.37,270.91,69.87,21.77,entsoe.eu
2024-01-12 00:00:00,Slovakia,Slovakia,SK,216.18,252.12,71.70,22.07,entsoe.eu
2024-01-13 00:00:00,Slovakia,Slovakia,SK,252.03,285.71,71.81,24.60,entsoe.eu
2024-01-14 00:00:00,Slovakia,Slovakia,SK,243.44,276.64,72.62,24.94,entsoe.eu
2024-01-15 00:00:00,Slovakia,Slovakia,SK,261.68,297.35,69.45,23.75,entsoe.eu
2024-01-16 00:00:00,Slovakia,Slovakia,SK,225.48,260.79,71.23,20.86,entsoe.eu
2024-01-17 00:00:00,Slovakia,Slovakia,SK,258.54,297.29,67.64,20.00,entsoe.eu
2024-01-18 00:00:00,Slovakia,Slovakia,SK,174.79,210.35,75.03,19.17,entsoe.eu
2024-01-19 00:00:00,Slovakia,Slovakia,SK,229.20,265.06,71.63,21.39,entsoe.eu
2024-01-20 00:00:00,Slovakia,Slovakia,SK,203.06,235.03,76.35,24.03,entsoe.eu
2024-01-21 00:00:00,Slovakia,Slovakia,SK,205.16,238.54,75.77,24.68,entsoe.eu
2024-01-22 00:00:00,Slovakia,Slovakia,SK,262.71,298.13,70.17,26.03,entsoe.eu
2024-01-23 00:00:00,Slovakia,Slovakia,SK,270.61,305.23,70.23,25.68,entsoe.eu
2024-01-24 00:00:00,Slovakia,Slovakia,SK,259.00,296.00,69.36,24.77,entsoe.eu
2024-01-25 00:00:00,Slovakia,Slovakia,SK,221.47,255.39,73.24,23.72,entsoe.eu
2024-01-26 00:00:00,Slovakia,Slovakia,SK,235.26,271.47,71.18,25.73,entsoe.eu
2024-01-27 00:00:00,Slovakia,Slovakia,SK,186.01,218.82,77.09,25.21,entsoe.eu
2024-01-28 00:00:00,Slovakia,Slovakia,SK,143.51,172.43,81.59,25.35,entsoe.eu
2024-01-29 00:00:00,Slovakia,Slovakia,SK,208.94,242.50,74.31,24.67,entsoe.eu
2024-01-30 00:00:00,Slovakia,Slovakia,SK,230.72,267.46,71.08,23.35,entsoe.eu
2024-01-31 00:00:00,Slovakia,Slovakia,SK,275.71,315.49,66.54,22.86,entsoe.eu
2024-02-01 00:00:00,Slovakia,Slovakia,SK,281.13,320.47,66.36,23.71,entsoe.eu
2024-02-02 00:00:00,Slovakia,Slovakia,SK,250.45,288.02,69.95,23.99,entsoe.eu
2024-02-03 00:00:00,Slovakia,Slovakia,SK,210.38,242.00,76.13,28.00,entsoe.eu
2024-02-04 00:00:00,Slovakia,Slovakia,SK,190.86,221.79,78.01,29.51,entsoe.eu
2024-02-05 00:00:00,Slovakia,Slovakia,SK,175.74,204.09,79.68,28.18,entsoe.eu
2024-02-06 00:00:00,Slovakia,Slovakia,SK,170.43,199.47,79.65,29.26,entsoe.eu
2024-02-07 00:00:00,Slovakia,Slovakia,SK,153.08,184.44,79.07,26.33,entsoe.eu
